pop,arm,knob,value,FA,FS,UA,US
RQ3 pool,draft mean-3,margin,1060.0,2618,950,0,178
RQ3 pool,draft mean-3,margin,1070.0,2608,960,0,178
RQ3 pool,draft mean-3,margin,1080.0,2600,968,0,178
RQ3 pool,draft mean-3,margin,1090.0,2598,970,0,178
RQ3 pool,draft mean-3,margin,1100.0,2590,978,0,178
RQ3 pool,draft mean-3,margin,1110.0,2584,984,0,178
RQ3 pool,draft mean-3,margin,1120.0,2572,996,0,178
RQ3 pool,draft mean-3,margin,1130.0,2562,1006,0,178
RQ3 pool,draft mean-3,margin,1140.0,2552,1016,0,178
RQ3 pool,draft mean-3,margin,1150.0,2538,1030,0,178
RQ3 pool,draft mean-3,margin,1160.0,2536,1032,0,178
RQ3 pool,draft mean-3,margin,1170.0,2524,1044,0,178
RQ3 pool,draft mean-3,margin,1180.0,2514,1054,0,178
RQ3 pool,draft mean-3,margin,1190.0,2506,1062,0,178
RQ3 pool,draft mean-3,margin,1200.0,2502,1066,0,178
RQ3 pool,draft mean-3,margin,1210.0,2494,1074,0,178
RQ3 pool,draft mean-3,margin,1220.0,2488,1080,0,178
RQ3 pool,draft mean-3,margin,1230.0,2476,1092,0,178
RQ3 pool,draft mean-3,margin,1240.0,2470,1098,0,178
RQ3 pool,draft mean-3,margin,1250.0,2462,1106,0,178
RQ3 pool,draft mean-3,margin,1260.0,2446,1122,0,178
RQ3 pool,draft mean-3,margin,1270.0,2444,1124,0,178
RQ3 pool,draft mean-3,margin,1280.0,2440,1128,0,178
RQ3 pool,draft mean-3,margin,1290.0,2434,1134,0,178
RQ3 pool,draft mean-3,margin,1300.0,2418,1150,0,178
RQ3 pool,draft mean-3,margin,1310.0,2414,1154,0,178
RQ3 pool,draft mean-3,margin,1320.0,2406,1162,0,178
RQ3 pool,draft mean-3,margin,1330.0,2394,1174,0,178
RQ3 pool,draft mean-3,margin,1340.0,2390,1178,0,178
RQ3 pool,draft mean-3,margin,1350.0,2378,1190,0,178
RQ3 pool,draft mean-3,margin,1360.0,2372,1196,0,178
RQ3 pool,draft mean-3,margin,1370.0,2366,1202,0,178
RQ3 pool,draft mean-3,margin,1380.0,2360,1208,0,178
RQ3 pool,draft mean-3,margin,1390.0,2356,1212,0,178
RQ3 pool,draft mean-3,margin,1400.0,2348,1220,0,178
RQ3 pool,draft mean-3,margin,1410.0,2340,1228,0,178
RQ3 pool,draft mean-3,margin,1420.0,2336,1232,0,178
RQ3 pool,draft mean-3,margin,1430.0,2330,1238,0,178
RQ3 pool,draft mean-3,margin,1440.0,2322,1246,0,178
RQ3 pool,draft mean-3,margin,1450.0,2320,1248,0,178
RQ3 pool,draft mean-3,margin,1460.0,2310,1258,0,178
RQ3 pool,draft mean-3,margin,1470.0,2302,1266,0,178
RQ3 pool,draft mean-3,margin,1480.0,2294,1274,0,178
RQ3 pool,draft mean-3,margin,1490.0,2290,1278,0,178
RQ3 pool,draft mean-3,margin,1500.0,2282,1286,0,178
RQ3 pool,draft mean-3,scale,1.0,3544,24,50,128
RQ3 pool,draft mean-3,scale,1.01,3539,29,47,131
RQ3 pool,draft mean-3,scale,1.02,3538,30,43,135
RQ3 pool,draft mean-3,scale,1.03,3537,31,41,137
RQ3 pool,draft mean-3,scale,1.04,3534,34,38,140
RQ3 pool,draft mean-3,scale,1.05,3530,38,36,142
RQ3 pool,draft mean-3,scale,1.06,3523,45,34,144
RQ3 pool,draft mean-3,scale,1.07,3519,49,32,146
RQ3 pool,draft mean-3,scale,1.08,3514,54,32,146
RQ3 pool,draft mean-3,scale,1.09,3509,59,30,148
RQ3 pool,draft mean-3,scale,1.1,3501,67,30,148
RQ3 pool,draft mean-3,scale,1.11,3497,71,29,149
RQ3 pool,draft mean-3,scale,1.12,3494,74,27,151
RQ3 pool,draft mean-3,scale,1.13,3490,78,26,152
RQ3 pool,draft mean-3,scale,1.14,3484,84,21,157
RQ3 pool,draft mean-3,scale,1.15,3481,87,21,157
RQ3 pool,draft mean-3,scale,1.16,3475,93,21,157
RQ3 pool,draft mean-3,scale,1.17,3472,96,21,157
RQ3 pool,draft mean-3,scale,1.18,3466,102,21,157
RQ3 pool,draft mean-3,scale,1.19,3462,106,20,158
RQ3 pool,draft mean-3,scale,1.2,3461,107,20,158
RQ3 pool,draft mean-3,scale,1.21,3458,110,20,158
RQ3 pool,draft mean-3,scale,1.22,3455,113,20,158
RQ3 pool,draft mean-3,scale,1.23,3451,117,18,160
RQ3 pool,draft mean-3,scale,1.24,3450,118,18,160
RQ3 pool,draft mean-3,scale,1.25,3445,123,17,161
RQ3 pool,draft mean-3,scale,1.26,3437,131,16,162
RQ3 pool,draft mean-3,scale,1.27,3435,133,16,162
RQ3 pool,draft mean-3,scale,1.28,3433,135,14,164
RQ3 pool,draft mean-3,scale,1.29,3431,137,14,164
RQ3 pool,draft mean-3,scale,1.3,3424,144,13,165
RQ3 pool,draft mean-3,scale,1.31,3419,149,13,165
RQ3 pool,draft mean-3,scale,1.32,3409,159,12,166
RQ3 pool,draft mean-3,scale,1.33,3404,164,12,166
RQ3 pool,draft mean-3,scale,1.34,3398,170,12,166
RQ3 pool,draft mean-3,scale,1.35,3389,179,12,166
RQ3 pool,draft mean-3,scale,1.36,3384,184,11,167
RQ3 pool,draft mean-3,scale,1.37,3378,190,10,168
RQ3 pool,draft mean-3,scale,1.38,3372,196,9,169
RQ3 pool,draft mean-3,scale,1.39,3369,199,9,169
RQ3 pool,draft mean-3,scale,1.4,3363,205,9,169
RQ3 pool,draft mean-3,scale,1.41,3357,211,9,169
RQ3 pool,draft mean-3,scale,1.42,3348,220,9,169
RQ3 pool,draft mean-3,scale,1.43,3341,227,9,169
RQ3 pool,draft mean-3,scale,1.44,3336,232,9,169
RQ3 pool,draft mean-3,scale,1.45,3328,240,9,169
RQ3 pool,draft mean-3,scale,1.46,3323,245,9,169
RQ3 pool,draft mean-3,scale,1.47,3319,249,9,169
RQ3 pool,draft mean-3,scale,1.48,3313,255,9,169
RQ3 pool,draft mean-3,scale,1.49,3302,266,8,170
RQ3 pool,draft mean-3,scale,1.5,3295,273,8,170
RQ3 pool,draft mean-3,scale,1.51,3290,278,8,170
RQ3 pool,draft mean-3,scale,1.52,3279,289,8,170
RQ3 pool,draft mean-3,scale,1.53,3268,300,8,170
RQ3 pool,draft mean-3,scale,1.54,3261,307,8,170
RQ3 pool,draft mean-3,scale,1.55,3253,315,8,170
RQ3 pool,draft mean-3,scale,1.56,3245,323,7,171
RQ3 pool,draft mean-3,scale,1.57,3240,328,7,171
RQ3 pool,draft mean-3,scale,1.58,3234,334,7,171
RQ3 pool,draft mean-3,scale,1.59,3226,342,7,171
RQ3 pool,draft mean-3,scale,1.6,3220,348,7,171
RQ3 pool,draft mean-3,scale,1.61,3218,350,7,171
RQ3 pool,draft mean-3,scale,1.62,3210,358,7,171
RQ3 pool,draft mean-3,scale,1.63,3200,368,7,171
RQ3 pool,draft mean-3,scale,1.64,3195,373,7,171
RQ3 pool,draft mean-3,scale,1.65,3184,384,6,172
RQ3 pool,draft mean-3,scale,1.66,3173,395,6,172
RQ3 pool,draft mean-3,scale,1.67,3168,400,6,172
RQ3 pool,draft mean-3,scale,1.68,3164,404,6,172
RQ3 pool,draft mean-3,scale,1.69,3162,406,5,173
RQ3 pool,draft mean-3,scale,1.7,3155,413,5,173
RQ3 pool,draft mean-3,scale,1.71,3147,421,5,173
RQ3 pool,draft mean-3,scale,1.72,3136,432,5,173
RQ3 pool,draft mean-3,scale,1.73,3131,437,5,173
RQ3 pool,draft mean-3,scale,1.74,3119,449,5,173
RQ3 pool,draft mean-3,scale,1.75,3109,459,5,173
RQ3 pool,draft mean-3,scale,1.76,3103,465,4,174
RQ3 pool,draft mean-3,scale,1.77,3093,475,4,174
RQ3 pool,draft mean-3,scale,1.78,3087,481,4,174
RQ3 pool,draft mean-3,scale,1.79,3079,489,4,174
RQ3 pool,draft mean-3,scale,1.8,3074,494,4,174
RQ3 pool,draft mean-3,scale,1.81,3063,505,4,174
RQ3 pool,draft mean-3,scale,1.82,3056,512,4,174
RQ3 pool,draft mean-3,scale,1.83,3047,521,4,174
RQ3 pool,draft mean-3,scale,1.84,3040,528,4,174
RQ3 pool,draft mean-3,scale,1.85,3034,534,4,174
RQ3 pool,draft mean-3,scale,1.86,3028,540,4,174
RQ3 pool,draft mean-3,scale,1.87,3020,548,4,174
RQ3 pool,draft mean-3,scale,1.88,3013,555,4,174
RQ3 pool,draft mean-3,scale,1.89,3007,561,4,174
RQ3 pool,draft mean-3,scale,1.9,2999,569,4,174
RQ3 pool,draft mean-3,scale,1.91,2992,576,4,174
RQ3 pool,draft mean-3,scale,1.92,2985,583,4,174
RQ3 pool,draft mean-3,scale,1.93,2980,588,4,174
RQ3 pool,draft mean-3,scale,1.94,2970,598,4,174
RQ3 pool,draft mean-3,scale,1.95,2962,606,4,174
RQ3 pool,draft mean-3,scale,1.96,2953,615,4,174
RQ3 pool,draft mean-3,scale,1.97,2948,620,4,174
RQ3 pool,draft mean-3,scale,1.98,2944,624,3,175
RQ3 pool,draft mean-3,scale,1.99,2938,630,3,175
RQ3 pool,draft mean-3,scale,2.0,2933,635,3,175
RQ3 pool,draft mean-3,scale,2.01,2928,640,3,175
RQ3 pool,draft mean-3,scale,2.02,2918,650,3,175
RQ3 pool,draft mean-3,scale,2.03,2910,658,3,175
RQ3 pool,draft mean-3,scale,2.04,2902,666,3,175
RQ3 pool,draft mean-3,scale,2.05,2899,669,3,175
RQ3 pool,draft mean-3,scale,2.06,2893,675,3,175
RQ3 pool,draft mean-3,scale,2.07,2891,677,3,175
RQ3 pool,draft mean-3,scale,2.08,2888,680,3,175
RQ3 pool,draft mean-3,scale,2.09,2883,685,3,175
RQ3 pool,draft mean-3,scale,2.1,2878,690,3,175
RQ3 pool,draft mean-3,scale,2.11,2866,702,3,175
RQ3 pool,draft mean-3,scale,2.12,2859,709,3,175
RQ3 pool,draft mean-3,scale,2.13,2854,714,3,175
RQ3 pool,draft mean-3,scale,2.14,2842,726,3,175
RQ3 pool,draft mean-3,scale,2.15,2836,732,3,175
RQ3 pool,draft mean-3,scale,2.16,2830,738,3,175
RQ3 pool,draft mean-3,scale,2.17,2818,750,3,175
RQ3 pool,draft mean-3,scale,2.18,2810,758,3,175
RQ3 pool,draft mean-3,scale,2.19,2805,763,3,175
RQ3 pool,draft mean-3,scale,2.2,2797,771,3,175
RQ3 pool,draft mean-3,scale,2.21,2792,776,3,175
RQ3 pool,draft mean-3,scale,2.22,2788,780,3,175
RQ3 pool,draft mean-3,scale,2.23,2780,788,3,175
RQ3 pool,draft mean-3,scale,2.24,2773,795,3,175
RQ3 pool,draft mean-3,scale,2.25,2766,802,3,175
RQ3 pool,draft mean-3,scale,2.26,2758,810,3,175
RQ3 pool,draft mean-3,scale,2.27,2751,817,3,175
RQ3 pool,draft mean-3,scale,2.28,2748,820,3,175
RQ3 pool,draft mean-3,scale,2.29,2740,828,3,175
RQ3 pool,draft mean-3,scale,2.3,2733,835,3,175
RQ3 pool,draft mean-3,scale,2.31,2721,847,3,175
RQ3 pool,draft mean-3,scale,2.32,2713,855,3,175
RQ3 pool,draft mean-3,scale,2.33,2703,865,3,175
RQ3 pool,draft mean-3,scale,2.34,2698,870,3,175
RQ3 pool,draft mean-3,scale,2.35,2689,879,3,175
RQ3 pool,draft mean-3,scale,2.36,2681,887,3,175
RQ3 pool,draft mean-3,scale,2.37,2675,893,3,175
RQ3 pool,draft mean-3,scale,2.38,2670,898,3,175
RQ3 pool,draft mean-3,scale,2.39,2662,906,3,175
RQ3 pool,draft mean-3,scale,2.4,2655,913,3,175
RQ3 pool,draft mean-3,scale,2.41,2646,922,3,175
RQ3 pool,draft mean-3,scale,2.42,2638,930,3,175
RQ3 pool,draft mean-3,scale,2.43,2631,937,3,175
RQ3 pool,draft mean-3,scale,2.44,2628,940,3,175
RQ3 pool,draft mean-3,scale,2.45,2623,945,3,175
RQ3 pool,draft mean-3,scale,2.46,2620,948,3,175
RQ3 pool,draft mean-3,scale,2.47,2615,953,3,175
RQ3 pool,draft mean-3,scale,2.48,2604,964,3,175
RQ3 pool,draft mean-3,scale,2.49,2601,967,3,175
RQ3 pool,draft mean-3,scale,2.5,2594,974,3,175
RQ3 pool,draft mean-3,scale,2.51,2578,990,3,175
RQ3 pool,draft mean-3,scale,2.52,2569,999,3,175
RQ3 pool,draft mean-3,scale,2.53,2565,1003,3,175
RQ3 pool,draft mean-3,scale,2.54,2558,1010,3,175
RQ3 pool,draft mean-3,scale,2.55,2553,1015,3,175
RQ3 pool,draft mean-3,scale,2.56,2545,1023,3,175
RQ3 pool,draft mean-3,scale,2.57,2537,1031,3,175
RQ3 pool,draft mean-3,scale,2.58,2532,1036,3,175
RQ3 pool,draft mean-3,scale,2.59,2522,1046,3,175
RQ3 pool,draft mean-3,scale,2.6,2511,1057,3,175
RQ3 pool,draft mean-3,scale,2.61,2506,1062,3,175
RQ3 pool,draft mean-3,scale,2.62,2501,1067,3,175
RQ3 pool,draft mean-3,scale,2.63,2492,1076,3,175
RQ3 pool,draft mean-3,scale,2.64,2490,1078,3,175
RQ3 pool,draft mean-3,scale,2.65,2483,1085,3,175
RQ3 pool,draft mean-3,scale,2.66,2472,1096,3,175
RQ3 pool,draft mean-3,scale,2.67,2470,1098,3,175
RQ3 pool,draft mean-3,scale,2.68,2464,1104,3,175
RQ3 pool,draft mean-3,scale,2.69,2461,1107,3,175
RQ3 pool,draft mean-3,scale,2.7,2458,1110,3,175
RQ3 pool,draft mean-3,scale,2.71,2454,1114,3,175
RQ3 pool,draft mean-3,scale,2.72,2446,1122,3,175
RQ3 pool,draft mean-3,scale,2.73,2441,1127,3,175
RQ3 pool,draft mean-3,scale,2.74,2437,1131,3,175
RQ3 pool,draft mean-3,scale,2.75,2434,1134,3,175
RQ3 pool,draft mean-3,scale,2.76,2427,1141,3,175
RQ3 pool,draft mean-3,scale,2.77,2425,1143,3,175
RQ3 pool,draft mean-3,scale,2.78,2420,1148,3,175
RQ3 pool,draft mean-3,scale,2.79,2408,1160,3,175
RQ3 pool,draft mean-3,scale,2.8,2402,1166,3,175
RQ3 pool,draft mean-3,scale,2.81,2396,1172,3,175
RQ3 pool,draft mean-3,scale,2.82,2390,1178,3,175
RQ3 pool,draft mean-3,scale,2.83,2387,1181,3,175
RQ3 pool,draft mean-3,scale,2.84,2381,1187,3,175
RQ3 pool,draft mean-3,scale,2.85,2371,1197,3,175
RQ3 pool,draft mean-3,scale,2.86,2367,1201,3,175
RQ3 pool,draft mean-3,scale,2.87,2360,1208,3,175
RQ3 pool,draft mean-3,scale,2.88,2354,1214,3,175
RQ3 pool,draft mean-3,scale,2.89,2349,1219,3,175
RQ3 pool,draft mean-3,scale,2.9,2341,1227,3,175
RQ3 pool,draft mean-3,scale,2.91,2335,1233,3,175
RQ3 pool,draft mean-3,scale,2.92,2330,1238,3,175
RQ3 pool,draft mean-3,scale,2.93,2325,1243,3,175
RQ3 pool,draft mean-3,scale,2.94,2318,1250,3,175
RQ3 pool,draft mean-3,scale,2.95,2314,1254,3,175
RQ3 pool,draft mean-3,scale,2.96,2309,1259,3,175
RQ3 pool,draft mean-3,scale,2.97,2306,1262,3,175
RQ3 pool,draft mean-3,scale,2.98,2301,1267,3,175
RQ3 pool,draft mean-3,scale,2.99,2297,1271,3,175
RQ3 pool,draft mean-3,scale,3.0,2291,1277,3,175
RQ3 pool,draft max-5,margin,0.0,3456,112,20,158
RQ3 pool,draft max-5,margin,10.0,3446,122,20,158
RQ3 pool,draft max-5,margin,20.0,3440,128,20,158
RQ3 pool,draft max-5,margin,30.0,3434,134,18,160
RQ3 pool,draft max-5,margin,40.0,3432,136,16,162
RQ3 pool,draft max-5,margin,50.0,3427,141,14,164
RQ3 pool,draft max-5,margin,60.0,3424,144,14,164
RQ3 pool,draft max-5,margin,70.0,3422,146,12,166
RQ3 pool,draft max-5,margin,80.0,3414,154,12,166
RQ3 pool,draft max-5,margin,90.0,3410,158,10,168
RQ3 pool,draft max-5,margin,100.0,3406,162,10,168
RQ3 pool,draft max-5,margin,110.0,3398,170,8,170
RQ3 pool,draft max-5,margin,120.0,3392,176,6,172
RQ3 pool,draft max-5,margin,130.0,3384,184,4,174
RQ3 pool,draft max-5,margin,140.0,3376,192,4,174
RQ3 pool,draft max-5,margin,150.0,3364,204,4,174
RQ3 pool,draft max-5,margin,160.0,3360,208,4,174
RQ3 pool,draft max-5,margin,170.0,3360,208,4,174
RQ3 pool,draft max-5,margin,180.0,3350,218,4,174
RQ3 pool,draft max-5,margin,190.0,3348,220,4,174
RQ3 pool,draft max-5,margin,200.0,3336,232,4,174
RQ3 pool,draft max-5,margin,210.0,3328,240,4,174
RQ3 pool,draft max-5,margin,220.0,3318,250,4,174
RQ3 pool,draft max-5,margin,230.0,3312,256,4,174
RQ3 pool,draft max-5,margin,240.0,3302,266,4,174
RQ3 pool,draft max-5,margin,250.0,3287,281,4,174
RQ3 pool,draft max-5,margin,260.0,3268,300,4,174
RQ3 pool,draft max-5,margin,270.0,3266,302,4,174
RQ3 pool,draft max-5,margin,280.0,3254,314,4,174
RQ3 pool,draft max-5,margin,290.0,3252,316,4,174
RQ3 pool,draft max-5,margin,300.0,3248,320,4,174
RQ3 pool,draft max-5,margin,310.0,3236,332,4,174
RQ3 pool,draft max-5,margin,320.0,3216,352,4,174
RQ3 pool,draft max-5,margin,330.0,3206,362,4,174
RQ3 pool,draft max-5,margin,340.0,3200,368,4,174
RQ3 pool,draft max-5,margin,350.0,3192,376,4,174
RQ3 pool,draft max-5,margin,360.0,3188,380,4,174
RQ3 pool,draft max-5,margin,370.0,3180,388,4,174
RQ3 pool,draft max-5,margin,380.0,3174,394,4,174
RQ3 pool,draft max-5,margin,390.0,3164,404,4,174
RQ3 pool,draft max-5,margin,400.0,3160,408,4,174
RQ3 pool,draft max-5,margin,410.0,3146,422,4,174
RQ3 pool,draft max-5,margin,420.0,3132,436,4,174
RQ3 pool,draft max-5,margin,430.0,3120,448,4,174
RQ3 pool,draft max-5,margin,440.0,3114,454,4,174
RQ3 pool,draft max-5,margin,450.0,3110,458,4,174
RQ3 pool,draft max-5,margin,460.0,3098,470,4,174
RQ3 pool,draft max-5,margin,470.0,3090,478,4,174
RQ3 pool,draft max-5,margin,480.0,3084,484,4,174
RQ3 pool,draft max-5,margin,490.0,3078,490,4,174
RQ3 pool,draft max-5,margin,500.0,3070,498,4,174
RQ3 pool,draft max-5,margin,510.0,3060,508,4,174
RQ3 pool,draft max-5,margin,520.0,3048,520,4,174
RQ3 pool,draft max-5,margin,530.0,3030,538,4,174
RQ3 pool,draft max-5,margin,540.0,3022,546,2,176
RQ3 pool,draft max-5,margin,550.0,3010,558,2,176
RQ3 pool,draft max-5,margin,560.0,2998,570,2,176
RQ3 pool,draft max-5,margin,570.0,2986,582,2,176
RQ3 pool,draft max-5,margin,580.0,2974,594,2,176
RQ3 pool,draft max-5,margin,590.0,2966,602,2,176
RQ3 pool,draft max-5,margin,600.0,2964,604,2,176
RQ3 pool,draft max-5,margin,610.0,2948,620,2,176
RQ3 pool,draft max-5,margin,620.0,2942,626,2,176
RQ3 pool,draft max-5,margin,630.0,2930,638,2,176
RQ3 pool,draft max-5,margin,640.0,2924,644,0,178
RQ3 pool,draft max-5,margin,650.0,2906,662,0,178
RQ3 pool,draft max-5,margin,660.0,2900,668,0,178
RQ3 pool,draft max-5,margin,670.0,2890,678,0,178
RQ3 pool,draft max-5,margin,680.0,2882,686,0,178
RQ3 pool,draft max-5,margin,690.0,2868,700,0,178
RQ3 pool,draft max-5,margin,700.0,2854,714,0,178
RQ3 pool,draft max-5,margin,710.0,2846,722,0,178
RQ3 pool,draft max-5,margin,720.0,2836,732,0,178
RQ3 pool,draft max-5,margin,730.0,2830,738,0,178
RQ3 pool,draft max-5,margin,740.0,2822,746,0,178
RQ3 pool,draft max-5,margin,750.0,2808,760,0,178
RQ3 pool,draft max-5,margin,760.0,2794,774,0,178
RQ3 pool,draft max-5,margin,770.0,2792,776,0,178
RQ3 pool,draft max-5,margin,780.0,2764,804,0,178
RQ3 pool,draft max-5,margin,790.0,2752,816,0,178
RQ3 pool,draft max-5,margin,800.0,2744,824,0,178
RQ3 pool,draft max-5,margin,810.0,2724,844,0,178
RQ3 pool,draft max-5,margin,820.0,2706,862,0,178
RQ3 pool,draft max-5,margin,830.0,2692,876,0,178
RQ3 pool,draft max-5,margin,840.0,2684,884,0,178
RQ3 pool,draft max-5,margin,850.0,2670,898,0,178
RQ3 pool,draft max-5,margin,860.0,2664,904,0,178
RQ3 pool,draft max-5,margin,870.0,2650,918,0,178
RQ3 pool,draft max-5,margin,880.0,2638,930,0,178
RQ3 pool,draft max-5,margin,890.0,2635,933,0,178
RQ3 pool,draft max-5,margin,900.0,2626,942,0,178
RQ3 pool,draft max-5,margin,910.0,2616,952,0,178
RQ3 pool,draft max-5,margin,920.0,2610,958,0,178
RQ3 pool,draft max-5,margin,930.0,2600,968,0,178
RQ3 pool,draft max-5,margin,940.0,2594,974,0,178
RQ3 pool,draft max-5,margin,950.0,2586,982,0,178
RQ3 pool,draft max-5,margin,960.0,2574,994,0,178
RQ3 pool,draft max-5,margin,970.0,2564,1004,0,178
RQ3 pool,draft max-5,margin,980.0,2558,1010,0,178
RQ3 pool,draft max-5,margin,990.0,2552,1016,0,178
RQ3 pool,draft max-5,margin,1000.0,2544,1024,0,178
RQ3 pool,draft max-5,margin,1010.0,2538,1030,0,178
RQ3 pool,draft max-5,margin,1020.0,2532,1036,0,178
RQ3 pool,draft max-5,margin,1030.0,2520,1048,0,178
RQ3 pool,draft max-5,margin,1040.0,2508,1060,0,178
RQ3 pool,draft max-5,margin,1050.0,2498,1070,0,178
RQ3 pool,draft max-5,margin,1060.0,2494,1074,0,178
RQ3 pool,draft max-5,margin,1070.0,2492,1076,0,178
RQ3 pool,draft max-5,margin,1080.0,2482,1086,0,178
RQ3 pool,draft max-5,margin,1090.0,2472,1096,0,178
RQ3 pool,draft max-5,margin,1100.0,2466,1102,0,178
RQ3 pool,draft max-5,margin,1110.0,2460,1108,0,178
RQ3 pool,draft max-5,margin,1120.0,2446,1122,0,178
RQ3 pool,draft max-5,margin,1130.0,2436,1132,0,178
RQ3 pool,draft max-5,margin,1140.0,2432,1136,0,178
RQ3 pool,draft max-5,margin,1150.0,2422,1146,0,178
RQ3 pool,draft max-5,margin,1160.0,2414,1154,0,178
RQ3 pool,draft max-5,margin,1170.0,2404,1164,0,178
RQ3 pool,draft max-5,margin,1180.0,2396,1172,0,178
RQ3 pool,draft max-5,margin,1190.0,2392,1176,0,178
RQ3 pool,draft max-5,margin,1200.0,2380,1188,0,178
RQ3 pool,draft max-5,margin,1210.0,2374,1194,0,178
RQ3 pool,draft max-5,margin,1220.0,2350,1218,0,178
RQ3 pool,draft max-5,margin,1230.0,2348,1220,0,178
RQ3 pool,draft max-5,margin,1240.0,2338,1230,0,178
RQ3 pool,draft max-5,margin,1250.0,2334,1234,0,178
RQ3 pool,draft max-5,margin,1260.0,2328,1240,0,178
RQ3 pool,draft max-5,margin,1270.0,2316,1252,0,178
RQ3 pool,draft max-5,margin,1280.0,2304,1264,0,178
RQ3 pool,draft max-5,margin,1290.0,2296,1272,0,178
RQ3 pool,draft max-5,margin,1300.0,2294,1274,0,178
RQ3 pool,draft max-5,margin,1310.0,2288,1280,0,178
RQ3 pool,draft max-5,margin,1320.0,2280,1288,0,178
RQ3 pool,draft max-5,margin,1330.0,2268,1300,0,178
RQ3 pool,draft max-5,margin,1340.0,2266,1302,0,178
RQ3 pool,draft max-5,margin,1350.0,2258,1310,0,178
RQ3 pool,draft max-5,margin,1360.0,2252,1316,0,178
RQ3 pool,draft max-5,margin,1370.0,2248,1320,0,178
RQ3 pool,draft max-5,margin,1380.0,2240,1328,0,178
RQ3 pool,draft max-5,margin,1390.0,2234,1334,0,178
RQ3 pool,draft max-5,margin,1400.0,2224,1344,0,178
RQ3 pool,draft max-5,margin,1410.0,2216,1352,0,178
RQ3 pool,draft max-5,margin,1420.0,2210,1358,0,178
RQ3 pool,draft max-5,margin,1430.0,2204,1364,0,178
RQ3 pool,draft max-5,margin,1440.0,2198,1370,0,178
RQ3 pool,draft max-5,margin,1450.0,2192,1376,0,178
RQ3 pool,draft max-5,margin,1460.0,2190,1378,0,178
RQ3 pool,draft max-5,margin,1470.0,2182,1386,0,178
RQ3 pool,draft max-5,margin,1480.0,2170,1398,0,178
RQ3 pool,draft max-5,margin,1490.0,2164,1404,0,178
RQ3 pool,draft max-5,margin,1500.0,2150,1418,0,178
RQ3 pool,draft max-5,scale,1.0,3456,112,20,158
RQ3 pool,draft max-5,scale,1.01,3446,122,20,158
RQ3 pool,draft max-5,scale,1.02,3440,128,20,158
RQ3 pool,draft max-5,scale,1.03,3435,133,19,159
RQ3 pool,draft max-5,scale,1.04,3431,137,17,161
RQ3 pool,draft max-5,scale,1.05,3428,140,16,162
RQ3 pool,draft max-5,scale,1.06,3426,142,14,164
RQ3 pool,draft max-5,scale,1.07,3423,145,13,165
RQ3 pool,draft max-5,scale,1.08,3417,151,13,165
RQ3 pool,draft max-5,scale,1.09,3414,154,12,166
RQ3 pool,draft max-5,scale,1.1,3405,163,10,168
RQ3 pool,draft max-5,scale,1.11,3396,172,9,169
RQ3 pool,draft max-5,scale,1.12,3392,176,9,169
RQ3 pool,draft max-5,scale,1.13,3386,182,9,169
RQ3 pool,draft max-5,scale,1.14,3381,187,9,169
RQ3 pool,draft max-5,scale,1.15,3376,192,8,170
RQ3 pool,draft max-5,scale,1.16,3374,194,8,170
RQ3 pool,draft max-5,scale,1.17,3366,202,8,170
RQ3 pool,draft max-5,scale,1.18,3357,211,8,170
RQ3 pool,draft max-5,scale,1.19,3352,216,8,170
RQ3 pool,draft max-5,scale,1.2,3347,221,8,170
RQ3 pool,draft max-5,scale,1.21,3340,228,7,171
RQ3 pool,draft max-5,scale,1.22,3332,236,7,171
RQ3 pool,draft max-5,scale,1.23,3328,240,7,171
RQ3 pool,draft max-5,scale,1.24,3321,247,7,171
RQ3 pool,draft max-5,scale,1.25,3309,259,7,171
RQ3 pool,draft max-5,scale,1.26,3297,271,7,171
RQ3 pool,draft max-5,scale,1.27,3293,275,7,171
RQ3 pool,draft max-5,scale,1.28,3288,280,7,171
RQ3 pool,draft max-5,scale,1.29,3280,288,6,172
RQ3 pool,draft max-5,scale,1.3,3275,293,6,172
RQ3 pool,draft max-5,scale,1.31,3267,301,6,172
RQ3 pool,draft max-5,scale,1.32,3258,310,6,172
RQ3 pool,draft max-5,scale,1.33,3254,314,6,172
RQ3 pool,draft max-5,scale,1.34,3247,321,6,172
RQ3 pool,draft max-5,scale,1.35,3234,334,6,172
RQ3 pool,draft max-5,scale,1.36,3220,348,6,172
RQ3 pool,draft max-5,scale,1.37,3216,352,6,172
RQ3 pool,draft max-5,scale,1.38,3206,362,6,172
RQ3 pool,draft max-5,scale,1.39,3197,371,6,172
RQ3 pool,draft max-5,scale,1.4,3187,381,6,172
RQ3 pool,draft max-5,scale,1.41,3181,387,6,172
RQ3 pool,draft max-5,scale,1.42,3174,394,6,172
RQ3 pool,draft max-5,scale,1.43,3165,403,6,172
RQ3 pool,draft max-5,scale,1.44,3155,413,5,173
RQ3 pool,draft max-5,scale,1.45,3147,421,5,173
RQ3 pool,draft max-5,scale,1.46,3143,425,5,173
RQ3 pool,draft max-5,scale,1.47,3135,433,5,173
RQ3 pool,draft max-5,scale,1.48,3124,444,5,173
RQ3 pool,draft max-5,scale,1.49,3114,454,5,173
RQ3 pool,draft max-5,scale,1.5,3107,461,5,173
RQ3 pool,draft max-5,scale,1.51,3094,474,5,173
