backlog_error_pts,pressure_pct
-1.17,-45.03
-2.83,-40.04
-4.6,-35.79
-6.23,-35.19
-6.39,-34.84
-5.81,-29.31
-7.7,-27.86
-6.41,-26.79
-4.17,-26.43
-2.93,-26.63
-0.1,-24.79
2.16,-23.11
3.07,-21.26
3.07,-16.91
4.31,-15.86
4.34,-12.97
1.56,-62.44
-2.47,-64.36
-0.41,-61.77
-0.93,-56.43
-2.47,-56.33
-1.69,-52.17
-1.83,-50.29
1.14,-43.24
0.17,-42.36
-2.01,-40.13
-3.36,-39.43
-5.11,-33.9
-6.13,-32.21
-7.44,-29.01
-5.17,-15.41
-5.5,-21.6
-5.41,-11.97
-4.81,-10.06
-4.71,-10.93
-2.54,-10.49
1.11,-7.96
1.87,-9.81
4.43,-8.64
8.41,-4.03
6.41,-0.23
3.76,-8.03
5.81,-9.53
4.83,-23.34
18.34,-8.26
2.13,-39.6
-7.19,-33.33
1.31,-31.96
9.13,-20.97
34.46,-14.17
7.43,-11.73
4.66,-29.16
-10.23,-31.59
-6.56,-21.03
-6.77,-19.21
-4.64,-15.8
-1.24,-7.77
-4.06,1.04
-6.27,-9.87
-1.76,-9.46
1.27,-9.46
5.54,-12.01
9.97,-12.94
16.31,-29.93
24.89,-20.77
15.4,-31.07
0.69,-22.86
-2.3,-27.86
-5.96,-26.94
-9.71,-21.5
-10.81,-27.67
9.29,-8.99
-8.74,-19.61
9.3,-30.73
-3.61,-54.11
0.64,-43.9
2.09,-46.57
-0.76,-49.19
-0.01,-41.44
-3.09,-43.57
0.69,-49.24
-3.5,-47.34
-3.14,-39.0
1.94,-53.4
0.64,-51.39
-1.51,-39.43
0.11,-38.81
-0.93,-47.04
-5.31,-36.97
-3.8,-36.1
-0.7,-49.93
0.4,-46.41
-2.31,-34.23
-0.31,-49.29
-0.54,-51.01
-2.31,-40.81
-0.5,-50.23
-0.31,-56.53
1.33,-48.06
2.69,0.73
-5.33,-2.64
-2.31,-43.71
3.31,-48.3
15.47,-27.83
5.57,-32.93
-2.84,-32.61
-2.31,-37.57
0.94,-22.76
-4.5,-20.39
-5.24,-16.66
-4.41,-14.74
-4.49,-29.97
-3.41,-9.94
-8.03,-19.94
-4.8,-6.4
-9.49,4.36
-8.0,-18.29
-3.86,-25.8
5.73,-24.03
5.36,-29.0
2.0,-40.73
0.33,-29.31
1.73,-28.73
0.77,-45.87
-2.76,-35.59
-2.57,-55.73
1.07,-70.41
-1.54,-7.86
0.14,4.49
7.97,-1.46
13.93,-12.21
20.8,-34.01
-2.1,-38.19
-1.23,-55.79
1.51,-56.13
0.69,-62.37
1.5,-63.17
1.49,-59.86
-1.61,-61.89
0.96,-57.39
-1.96,-55.5
-2.2,-55.89
-0.96,-56.63
-0.39,-57.11
0.23,-59.53
1.57,-59.91
-1.01,-60.01
0.71,-60.73
-0.64,-62.01
-1.49,-48.41
-3.17,-44.07
-3.11,-47.31
-3.56,-52.39
6.56,-16.37
-1.73,13.64
1.39,-5.81
2.3,12.41
5.29,-8.96
0.64,-16.93
4.03,9.36
5.43,12.09
2.4,-26.69
3.4,3.91
-3.24,16.46
-7.0,3.54
-11.06,5.87
-0.1,6.54
17.06,-9.14
1.04,-8.84
-1.11,-35.86
-5.86,-33.94
-11.69,-16.8
-6.77,-16.73
-2.39,-17.69
1.67,-27.99
-0.51,-11.39
-4.13,-17.86
-2.04,-18.2
-0.57,-11.81
0.26,-28.46
22.6,-40.57
1.13,-26.47
3.39,-45.61
-2.23,-25.99
-7.83,-37.3
-8.29,-33.7
-0.34,-31.77
-1.21,-34.27
0.94,-30.33
1.71,-39.5
2.96,-35.06
3.4,-35.26
-0.64,-44.1
1.73,-46.17
0.66,-50.21
-0.24,-50.51
-0.31,-34.96
-7.33,-38.13
-9.76,-33.59
-4.04,-33.97
-2.54,-33.21
-0.7,-36.46
0.44,-38.84
1.01,-46.29
3.3,-53.46
9.44,-0.7
-4.79,-25.87
10.47,-37.51
-3.81,-32.94
-7.17,-44.57
-5.2,-44.07
-0.47,-46.64
1.49,-46.33
-0.79,-47.54
0.07,-49.56
1.09,-53.4
1.61,-51.84
-1.21,-50.46
-2.71,-48.44
-1.96,-48.06
-0.03,-46.74
-0.96,-46.93
-0.17,-57.74
3.56,-52.09
-1.1,-55.1
0.07,-57.39
0.0,-58.97
-0.66,-50.03
0.73,-47.7
-1.84,-49.19
-0.53,-56.93
6.73,-6.7
8.6,-13.81
-0.03,-51.5
-3.41,-34.66
-1.93,-39.27
0.07,-31.39
-3.11,-33.3
0.54,-30.76
1.33,-26.66
0.09,-30.57
1.97,-53.74
4.01,-33.37
-1.66,-33.2
-4.27,-24.27
-10.7,-18.83
-9.49,-21.0
-4.6,-17.64
-1.11,-10.19
-3.0,-10.33
-5.41,-10.56
-1.64,-44.63
1.74,-37.47
2.73,-39.93
-0.36,-23.01
0.61,-16.7
-0.59,-48.06
2.57,-34.51
1.34,-43.53
3.83,-42.06
-2.93,-31.56
-9.26,-33.31
-12.3,-14.41
-12.77,-13.69
-12.6,-0.11
-10.5,-3.29
-14.0,15.14
-10.61,21.31
-8.76,29.66
-10.17,-2.46
-3.4,9.77
3.44,2.93
1.36,-1.31
-1.09,11.36
-7.29,20.54
-19.46,12.26
-16.03,21.49
-16.17,26.27
-21.19,9.21
-23.24,18.84
-11.91,1.66
-3.1,21.7
4.4,4.69
5.93,-39.44
3.8,-46.21
6.63,-38.29
9.27,-6.2
23.09,13.54
-5.7,-24.93
-0.01,-38.29
-2.46,-49.11
-2.91,-52.97
1.07,-43.34
-4.83,-46.11
-2.61,-47.56
0.19,-46.39
-2.19,-40.2
-3.47,-39.4
-5.64,-39.61
-2.94,-35.91
-2.69,-37.46
-0.5,-37.89
0.97,-39.8
3.97,-34.96
1.0,-35.16
-5.11,-42.01
-2.04,-40.49
0.39,-39.49
-0.03,-39.76
-1.47,-37.5
-0.54,-34.97
-2.11,-32.37
-4.09,-40.29
4.14,-56.23
-4.36,-67.93
-7.79,-65.04
-2.76,-62.63
1.29,-60.01
0.33,-61.89
0.69,-60.9
0.83,-59.89
2.01,-55.76
0.83,-56.07
1.34,-53.43
1.0,-53.01
1.14,-51.56
1.7,-48.07
0.19,-41.1
-2.04,-37.66
-3.7,-29.73
-7.53,-21.29
-9.17,-24.77
-9.94,-20.04
-12.63,-22.87
-9.76,-22.06
-7.11,-20.19
-6.73,-16.57
-3.24,-12.36
-4.26,1.83
-5.73,-0.86
-6.0,-5.49
3.27,-51.33
11.1,-43.5
-4.63,-24.26
-26.7,-30.17
-29.51,-32.53
-4.34,-15.31
3.67,-13.84
27.87,-23.61
17.1,-7.6
7.31,-17.8
6.21,-14.54
-6.76,2.86
-13.13,5.19
-16.56,-6.99
-9.19,-5.66
-2.79,-15.39
0.9,-17.31
7.99,-19.09
19.61,-6.21
10.39,-41.26
1.51,-48.96
-3.01,-40.57
-0.66,-39.64
-1.59,-57.2
-3.26,-48.7
-1.77,-53.81
-0.57,-55.19
-0.29,-44.17
3.69,-41.5
13.31,-52.26
6.77,-38.67
3.34,-35.97
-6.04,-39.47
-2.57,-34.01
-3.13,-27.31
0.37,-23.1
0.11,-15.27
-4.54,-18.06
-4.81,-6.43
-4.23,-11.5
-4.56,-11.5
-4.21,-12.97
0.84,-7.61
0.83,5.37
-0.31,-10.64
-1.37,-3.34
-5.96,-1.87
-10.74,-9.89
-6.33,0.19
-2.71,-15.86
1.09,-21.79
4.74,-15.41
15.16,-20.53
14.41,-29.2
12.13,-46.19
10.57,-38.33
4.0,-48.5
14.7,-52.63
7.06,-41.54
-4.14,-47.93
1.09,-36.27
2.96,-33.26
2.56,-41.26
1.3,-27.21
-1.66,-22.7
-2.71,-24.46
-5.49,-13.87
-10.19,-8.07
-13.11,-14.37
-10.31,-4.04
-5.14,-3.56
0.83,-0.83
8.5,-26.41
20.84,-31.79
19.57,-24.49
17.89,-30.31
15.11,-33.19
-0.07,-36.19
-3.94,-45.07
-4.4,-54.11
-1.64,-64.3
-0.1,-71.14
0.49,-64.43
1.0,-60.36
-5.89,-62.74
-11.29,-64.33
-3.66,-59.07
1.24,-54.09
0.66,-54.89
-0.89,-51.3
0.6,-50.47
1.89,-45.21
2.2,-42.87
2.11,-25.29
-2.84,-15.27
-14.21,-7.7
-22.06,9.77
-33.13,3.83
-34.86,-0.96
-31.79,2.23
-26.01,2.5
-25.1,15.77
-15.21,14.9
-5.37,-6.71
10.39,1.64
4.66,-0.01
-0.21,-38.33
-0.19,-42.07
-1.97,-37.03
-5.26,-51.63
-0.99,-53.53
2.3,-77.47
-2.44,-63.39
-0.99,-71.56
-2.6,-63.3
-4.19,-61.77
-4.19,-50.74
-6.3,-51.77
-3.91,-42.21
-2.54,-46.93
-2.77,-41.67
-1.34,-36.19
-3.11,-25.84
-3.93,-25.21
-5.63,-21.39
-6.93,-16.26
-8.24,-8.96
-10.51,-4.17
-13.26,4.11
-14.44,8.0
-15.73,3.84
-13.99,5.31
-9.66,7.89
-6.69,0.86
0.13,-4.87
8.51,-16.63
17.63,-11.44
29.91,-18.67
27.4,-33.63
-0.57,-71.71
3.59,-57.14
1.91,-65.43
-2.39,-64.47
-1.67,-59.46
2.41,-59.09
3.83,-56.69
1.44,-53.5
-2.1,-50.74
-5.76,-47.77
-6.03,-44.94
-7.03,-43.51
-6.19,-41.57
-3.47,-37.66
-2.14,-33.87
-3.9,-31.16
-4.14,-29.33
-4.06,-23.0
-7.7,-21.67
-8.99,-21.49
-8.71,-20.54
-5.61,-18.26
-3.94,-17.26
-1.3,-11.21
-1.2,-1.2
-1.7,2.77
-5.47,5.14
-5.76,1.64
3.41,-67.26
9.2,-66.53
3.01,-65.64
-1.26,-62.9
-0.07,-60.33
4.73,-57.6
1.46,-57.79
0.76,-44.3
-3.73,-42.89
-4.99,-47.27
-3.14,-37.67
-4.07,-35.76
-4.63,-34.51
-3.61,-29.39
-5.49,-22.73
-9.77,-21.7
-9.94,-20.31
-10.73,-9.01
-10.84,-15.23
-9.33,-13.67
-9.39,-10.76
-5.93,-3.33
-4.27,-9.3
1.73,-7.0
3.9,-2.29
2.44,-0.74
1.11,-8.46
2.5,-8.56
0.86,-76.33
-1.84,-74.63
-0.33,-73.79
0.3,-70.23
0.39,-68.61
-0.51,-66.77
-0.73,-63.79
-0.27,-61.37
0.11,-59.23
-0.36,-56.0
-1.13,-52.09
-3.31,-52.14
-4.79,-49.31
-5.49,-42.81
-7.46,-31.81
-13.34,-23.96
-16.21,-17.86
-19.61,-15.66
-23.2,-8.91
-25.77,-3.87
-25.87,-5.53
-25.63,-6.83
-18.4,-5.49
-17.37,-4.24
-10.49,-2.07
-8.64,-1.97
2.61,-15.09
1.53,-79.77
-2.21,-68.5
0.54,-71.56
-0.73,-73.77
-2.57,-67.81
-5.03,-69.06
-4.26,-67.97
-1.26,-67.17
-0.89,-64.79
0.71,-61.49
0.87,-59.29
0.47,-51.39
-0.09,-57.21
-0.44,-55.27
-1.23,-49.11
-4.01,-47.09
-6.07,-41.33
-8.41,-36.9
-10.19,-25.33
-13.16,-27.79
-13.17,-23.44
-13.19,-18.2
-16.21,-13.76
-15.57,-11.14
-17.04,-6.16
-15.61,0.0
-14.31,5.04
-16.0,7.2
0.56,-78.89
-2.37,-78.89
1.1,-79.43
0.36,-75.93
-1.24,-73.99
-2.34,-71.07
-1.54,-67.84
-1.59,-61.53
-1.04,-64.1
-2.66,-63.71
-1.81,-54.99
-2.41,-61.43
-1.2,-53.93
-1.29,-56.14
-1.64,-52.99
-1.73,-50.16
-2.16,-47.71
-2.54,-41.03
-5.17,-26.76
-12.1,-16.81
-19.37,-15.64
-21.2,-4.57
-26.09,2.0
-30.76,5.93
-34.29,-1.83
-27.87,-3.24
-24.69,-6.17
-13.1,-2.09
1.81,-76.5
-2.57,-61.3
-6.69,-69.73
-3.89,-66.79
1.44,-56.34
0.33,-62.01
-1.56,-61.11
-2.23,-58.89
-0.71,-56.14
-0.21,-54.03
0.79,-51.29
1.87,-52.5
2.63,-49.49
3.01,-46.5
2.99,-45.39
2.44,-43.07
2.07,-38.69
-0.16,-31.8
-4.06,-27.54
-7.66,-12.29
-16.87,-8.3
-22.96,-2.93
-26.99,1.59
-30.53,8.36
-30.4,1.4
-30.21,0.31
-24.2,0.11
-19.63,-1.24
0.26,-71.53
5.19,-69.44
-1.33,-72.61
-2.23,-71.57
0.83,-69.84
1.69,-67.23
-0.27,-60.23
-3.06,-48.87
-9.24,-35.6
-14.31,-36.3
-18.59,-18.51
-22.31,-13.46
-26.5,-8.99
-23.23,2.33
-28.4,-0.14
-24.6,9.23
-29.41,0.74
-21.27,-2.21
-15.74,-5.11
-0.97,3.99
8.26,-17.47
17.43,-24.23
28.47,-32.76
36.96,-42.87
31.63,-55.11
24.59,-57.51
19.56,-58.51
6.19,-54.73
2.31,-68.41
-3.79,-72.56
-7.26,-65.24
-2.46,-67.31
0.76,-66.99
1.87,-56.4
0.14,-54.87
0.16,-55.24
-2.16,-47.17
-3.04,-45.91
-2.86,-44.49
-2.77,-40.24
-3.71,-38.84
-2.17,-37.01
-1.03,-26.49
-4.67,-17.19
-9.29,-10.13
-13.97,-11.31
-17.49,-7.36
-19.19,-1.7
-21.76,2.86
-24.66,-0.37
-24.11,3.74
-20.31,5.9
-17.27,-1.2
-7.94,-2.59
-4.06,-6.73
5.34,-1.41
1.46,-70.36
-3.74,-64.29
1.66,-75.36
3.39,-71.11
0.47,-71.1
-2.6,-68.91
-1.69,-67.24
-1.56,-62.67
-3.36,-58.06
-4.9,-55.57
-5.04,-55.44
-4.03,-52.17
-5.01,-46.24
-5.01,-46.91
-4.56,-43.2
-4.83,-39.21
-6.11,-37.76
-7.0,-38.2
-3.84,-36.71
-3.33,-34.31
-1.9,-31.61
-1.8,-33.51
2.37,-32.54
4.24,-32.59
7.51,-32.14
8.34,-30.56
9.79,-26.37
8.46,-24.97
1.13,-76.44
-2.31,-71.81
-0.77,-71.6
0.7,-70.5
1.9,-68.11
0.89,-64.53
-1.41,-62.9
-1.33,-55.56
-4.71,-52.74
-5.41,-51.99
-5.73,-49.44
-6.31,-47.84
-3.26,-44.41
-1.31,-41.97
-0.66,-36.16
-0.89,-36.34
1.06,-32.23
0.47,-31.14
0.0,-28.89
0.1,-25.01
-2.24,-25.01
-1.07,-23.19
-2.04,-20.21
-3.06,-20.41
-1.49,-15.36
-2.21,-10.01
-4.33,0.31
-6.04,-1.53
2.56,-69.33
-0.06,-80.97
0.39,-79.31
-0.77,-77.64
-0.29,-76.56
-0.67,-71.34
-1.9,-71.34
-2.74,-69.71
-0.33,-61.43
0.73,-64.26
0.83,-61.51
0.47,-59.27
0.46,-56.4
0.49,-54.2
0.59,-52.4
1.27,-52.0
1.33,-50.79
2.23,-48.0
2.41,-45.17
2.67,-42.94
2.89,-41.9
2.97,-40.17
3.26,-39.04
3.04,-39.5
2.94,-35.53
2.23,-29.21
-0.44,-24.94
0.24,-74.5
-2.01,-74.66
0.8,-72.1
0.16,-62.04
-0.43,-69.44
-0.56,-65.24
-0.57,-65.74
0.29,-63.41
0.59,-58.41
0.57,-51.93
-2.43,-44.56
-2.84,-44.24
-5.83,-43.7
-6.23,-39.03
-5.29,-34.2
-7.27,-34.21
-8.4,-22.24
-7.47,-21.24
-9.07,-20.47
-10.19,-21.54
-8.21,-20.87
-3.81,-20.16
-2.14,-20.26
1.03,-21.1
5.13,-15.63
5.24,-12.96
8.8,-9.29
10.39,-8.8
1.07,-68.49
-3.43,-57.71
-0.61,-59.94
-0.2,-61.2
-0.26,-73.9
1.43,-72.99
0.54,-66.4
-2.57,-69.34
-2.09,-66.46
1.03,-62.5
-0.03,-63.83
-0.34,-62.77
0.16,-63.57
-0.34,-62.66
0.03,-60.81
0.61,-58.47
0.41,-52.01
-3.8,-49.3
-7.03,-40.71
-11.96,-38.51
-12.39,-33.71
-16.07,-25.83
-14.43,-26.57
-14.2,-24.06
-6.94,-29.03
-6.24,-22.39
-3.94,-15.74
-3.7,-11.11
