backlog_error_pts,pressure_pct
0.77,-60.29
0.24,-61.96
-1.89,-65.69
-0.56,-64.84
0.44,-61.87
2.46,-66.03
4.84,-68.0
0.24,-66.04
-1.54,-63.19
-1.24,-61.54
1.01,-59.59
-0.24,-58.07
-0.03,-56.14
0.06,-54.07
-0.29,-51.41
-0.6,-48.84
-1.34,-47.31
-1.56,-44.91
-1.47,-44.41
-2.03,-42.89
-1.49,-41.19
-1.33,-36.54
-2.61,-35.1
-2.54,-32.34
-3.06,-32.21
-2.3,-30.74
-0.83,-29.26
0.13,-27.46
0.9,-26.53
1.63,-21.84
2.17,-17.66
1.09,-14.46
-0.17,-11.41
3.19,-70.33
-0.54,-68.51
0.61,-68.0
0.54,-66.74
0.13,-65.23
0.49,-62.46
0.17,-59.63
-0.49,-56.84
-1.77,-53.71
-2.07,-50.83
-2.67,-48.4
-2.29,-44.57
-2.27,-41.24
-2.96,-39.39
-2.5,-36.31
-2.16,-33.6
-2.21,-31.16
-1.87,-28.1
-1.06,-26.4
-0.46,-25.39
1.31,-23.63
2.29,-21.73
3.26,-20.49
4.49,-15.91
3.89,-10.76
2.21,-6.61
0.49,-2.54
-1.33,2.96
2.81,-73.3
-0.56,-70.73
0.37,-70.27
0.24,-71.21
0.07,-70.14
-0.31,-67.69
-0.61,-66.57
-0.34,-64.5
0.2,-62.24
0.09,-60.44
0.03,-58.29
-0.17,-56.64
-0.19,-54.21
-0.61,-51.54
-1.14,-49.76
-0.9,-47.6
-1.06,-45.61
-1.06,-43.8
-0.59,-44.24
-0.07,-42.54
-0.2,-41.74
0.51,-41.49
1.49,-40.27
2.44,-39.89
3.53,-37.14
3.7,-32.97
2.77,-29.21
3.01,-72.29
-1.13,-70.14
-2.5,-70.31
0.16,-64.93
0.76,-62.34
-1.81,-59.23
-2.91,-56.89
-3.03,-54.71
-1.39,-52.21
-1.5,-48.87
-0.8,-45.4
-1.07,-41.87
-2.24,-40.51
-3.07,-35.5
-5.59,-33.71
-6.07,-31.46
-6.51,-22.97
-8.6,-16.83
-10.93,-12.41
-13.41,-8.96
-13.8,-5.01
-14.99,-1.24
-13.39,3.63
-14.36,0.49
-12.19,1.44
-9.46,1.46
-3.66,1.79
2.77,1.67
3.0,-72.16
-2.11,-69.7
-0.03,-68.87
-0.27,-70.01
-0.63,-67.6
-0.27,-64.23
-0.69,-62.07
-0.81,-58.01
-1.7,-53.81
-2.04,-49.39
-3.47,-45.53
-5.09,-40.99
-5.84,-34.7
-6.83,-30.57
-8.64,-26.51
-8.93,-21.79
-10.31,-18.36
-9.21,-13.03
-9.09,-9.04
-10.24,-5.01
-8.9,-2.34
-8.94,2.06
-6.93,5.57
-7.14,2.44
-2.39,3.16
2.03,0.77
6.1,-4.11
12.03,-10.29
3.01,-73.23
-0.53,-70.77
0.84,-71.3
0.79,-71.09
1.46,-67.03
0.41,-64.37
-0.99,-61.84
-1.09,-58.41
-2.2,-54.61
-2.69,-50.43
-3.4,-42.3
-6.96,-39.71
-7.99,-34.31
-8.86,-30.64
-10.49,-25.67
-11.33,-22.1
-13.11,-18.19
-10.11,-14.31
-11.19,-8.44
-10.43,-4.87
-9.19,-1.16
-9.87,1.31
-8.29,5.4
-8.76,1.69
-3.19,1.63
1.86,-1.11
6.91,-6.4
11.77,-12.46
2.86,-72.19
-0.89,-70.69
1.49,-71.5
-0.04,-69.24
-0.81,-63.61
-2.29,-63.3
-1.44,-60.53
-1.66,-57.87
-0.09,-54.03
-0.91,-51.2
-1.37,-48.54
-1.69,-46.23
-1.76,-39.07
-3.97,-38.51
-3.36,-35.06
-3.36,-32.6
-2.93,-29.09
-3.49,-27.96
-3.9,-28.04
-0.86,-26.63
0.31,-25.19
1.41,-22.83
2.37,-20.36
3.3,-13.64
1.89,-9.61
0.26,-4.79
-1.03,-0.46
2.31,-70.24
0.3,-67.03
-0.03,-67.93
0.5,-66.69
0.71,-64.3
-0.66,-61.71
-1.54,-60.04
-2.17,-58.37
-1.33,-55.41
-0.56,-53.44
-0.76,-50.66
-0.44,-48.01
-0.59,-47.33
-0.47,-45.61
-0.81,-41.14
-1.73,-37.57
-2.67,-34.03
-3.63,-27.49
-6.24,-28.17
-5.91,-26.36
-5.29,-23.73
-5.17,-22.3
-3.77,-17.2
-4.91,-11.11
-5.93,-6.29
-6.93,3.21
-11.33,5.86
3.23,-72.93
-1.57,-70.79
1.24,-69.26
2.4,-68.67
1.91,-65.74
-0.14,-64.51
-0.61,-64.23
0.13,-59.66
-1.71,-58.67
-2.3,-56.0
-2.96,-52.17
-4.2,-49.29
-3.56,-46.17
-4.14,-42.83
-4.77,-39.77
-5.81,-33.86
-7.04,-32.46
-7.8,-29.3
-7.31,-27.23
-6.27,-26.47
-5.61,-24.73
-3.63,-23.27
-1.73,-21.23
-0.9,-17.84
1.43,-11.41
0.14,-7.57
-1.7,-1.74
-3.2,1.63
2.94,-70.4
-2.06,-68.67
1.34,-68.69
2.36,-67.7
0.64,-66.37
-0.2,-64.26
-0.07,-62.17
0.54,-60.01
0.29,-58.27
0.31,-56.37
0.14,-53.66
-0.37,-51.37
-0.67,-48.81
-1.36,-48.37
-1.69,-46.71
-1.91,-42.53
-3.41,-40.27
-4.39,-36.74
-4.91,-34.14
-6.1,-32.13
-6.26,-30.89
-5.26,-29.0
-5.27,-27.29
-3.24,-26.13
-1.5,-20.94
-2.63,-16.5
-3.13,-11.17
-3.91,-7.44
3.24,-74.6
-0.81,-72.6
-0.7,-72.99
-0.3,-71.56
0.27,-72.24
0.3,-69.26
0.13,-67.9
-0.19,-64.6
-0.47,-62.01
-0.73,-57.77
-2.24,-55.23
-2.51,-51.49
-3.46,-48.46
-4.66,-44.63
-4.13,-42.29
-4.01,-38.91
-4.79,-35.27
-3.99,-32.33
-4.34,-28.51
-4.04,-22.99
-4.61,-23.74
-3.71,-22.04
-2.06,-19.71
-0.34,-18.06
0.57,-12.8
0.71,-7.96
-0.34,-2.7
-1.97,5.43
3.53,-71.6
-1.47,-70.06
-2.96,-69.07
-0.61,-66.89
0.64,-66.46
-0.37,-64.01
-0.7,-61.47
-1.53,-58.71
-1.73,-54.79
-2.27,-51.17
-3.47,-48.56
-3.51,-45.73
-3.69,-42.13
-4.66,-38.87
-4.46,-36.41
-3.51,-32.7
-4.36,2.76
-20.07,-17.24
-16.09,-18.99
-11.47,-22.29
-7.49,-23.01
-2.87,-24.73
1.16,-25.79
4.86,-26.4
9.49,-27.99
13.47,-27.31
16.69,-26.6
19.13,-25.57
2.3,-68.16
4.57,-70.51
2.54,-69.61
0.5,-67.59
0.21,-66.33
-0.09,-64.76
-0.26,-62.7
-0.47,-60.77
-0.89,-58.23
-1.71,-56.9
-2.1,-55.7
-2.44,-54.1
-2.04,-52.1
-1.17,-50.29
-1.41,-49.01
-0.47,-46.4
-0.69,-44.73
-0.93,-43.03
-1.16,-41.56
-1.03,-40.04
-0.89,-40.11
-0.6,-36.17
-1.46,-37.47
-0.19,-36.46
1.16,-35.69
2.04,-35.06
2.94,-33.3
3.31,-32.24
2.67,-73.53
0.64,-72.19
0.59,-70.86
0.46,-71.23
0.77,-70.07
0.24,-68.89
-0.01,-67.74
0.07,-66.17
-0.13,-64.03
-0.49,-62.37
-0.66,-56.69
-2.96,-56.34
-2.93,-55.34
-3.13,-53.79
-2.83,-51.83
-0.71,-49.16
-1.29,-47.6
-0.97,-45.71
-0.86,-44.01
-0.84,-40.79
-1.57,-36.91
-2.83,-37.77
-1.43,-36.94
-0.6,-36.06
0.21,-35.04
1.0,-34.06
1.61,-32.71
2.04,-30.81
2.94,-71.71
6.0,-70.03
3.46,-68.09
0.5,-68.63
0.63,-67.31
0.57,-65.09
-0.09,-62.49
-0.49,-60.41
-0.81,-57.93
-0.91,-55.39
-0.77,-52.36
-1.56,-50.56
-1.83,-48.34
-1.77,-47.11
-1.76,-44.11
-1.77,-42.3
-1.0,-39.8
-1.13,-37.9
-0.66,-35.34
-0.56,-33.43
-0.54,-32.36
-0.11,-31.76
1.09,-30.54
1.79,-28.89
2.5,-27.73
3.47,-24.74
3.17,-19.76
1.91,-17.47
2.2,-68.39
-1.7,-68.21
-3.76,-64.83
-2.0,-63.26
0.33,-61.47
0.69,-58.81
1.31,-56.63
0.67,-54.37
0.4,-52.37
-0.3,-49.74
-1.07,-47.44
-0.73,-44.56
-1.23,-42.16
-1.51,-39.3
-1.6,-36.54
-2.01,-34.43
-2.23,-32.31
-2.31,-31.26
-2.16,-29.8
-2.14,-26.5
-2.17,-23.39
-2.16,-20.29
-2.76,-18.77
-2.4,-17.09
-1.83,-15.49
-1.59,-13.36
-1.44,-9.26
-1.7,-4.41
4.83,-64.69
13.19,-67.44
6.17,-64.0
-2.71,-61.76
-4.1,-60.9
-1.91,-50.74
-2.01,-51.74
-3.03,-46.3
-2.9,-45.54
-2.63,-44.97
-2.46,-42.61
-1.49,-39.91
0.0,-35.56
-0.53,-34.43
1.54,-31.96
1.06,-27.09
-0.49,-24.29
-1.61,-21.73
-2.66,-18.49
-4.71,-17.1
-4.69,-17.46
-5.1,-19.46
-3.9,-20.23
-1.9,-19.87
-1.21,-20.07
1.24,-18.93
3.0,-17.87
5.24,-16.37
1.6,-60.2
-3.84,-73.04
1.31,-71.71
3.16,-67.39
2.44,-65.4
-0.6,-55.3
-1.64,-61.8
-1.01,-59.2
-1.47,-56.07
-1.1,-55.86
-0.57,-54.23
0.5,-55.1
1.59,-51.07
1.27,-45.81
-0.84,-39.91
-3.87,-36.46
-6.67,-27.61
-10.64,-24.51
-12.67,-15.71
-11.26,-22.76
-10.91,-19.99
-7.0,-17.21
-5.7,-17.24
-1.67,-11.47
-1.43,-3.7
0.76,4.09
0.07,-1.7
2.86,-4.81
2.91,-49.63
9.24,-24.74
-3.7,-23.39
-13.37,-9.99
-20.49,-8.64
-23.23,-14.66
-4.86,-13.07
2.7,1.5
18.09,-18.23
25.19,-4.61
11.74,-37.46
10.9,-32.39
5.01,-25.74
4.79,-20.24
-1.94,-15.79
-2.06,-12.81
-2.43,-7.96
-1.5,-3.2
-4.03,-3.67
-5.5,6.9
-4.81,-11.19
-1.57,-15.07
2.66,-20.33
7.39,-25.33
14.94,-28.99
20.73,-22.07
18.81,-26.59
-7.67,-47.67
1.14,-47.57
6.16,-49.41
-3.56,-46.19
-10.99,-32.67
-17.17,-25.93
-3.83,-20.01
0.23,-14.43
3.96,-7.17
7.11,-10.19
15.76,-8.77
11.54,5.66
3.2,-21.39
2.41,-20.36
0.69,-6.87
0.71,-4.53
-1.27,-12.6
-0.47,-5.84
-1.01,7.81
-1.23,-12.47
2.31,-12.94
6.21,-15.77
10.97,-16.29
14.14,-21.46
19.14,-28.37
24.17,-32.57
19.81,-24.83
16.11,-38.37
13.0,-38.89
3.39,-44.09
-4.99,-57.56
-8.61,-54.77
-2.31,-39.43
0.94,-47.49
-0.7,-44.59
0.41,-44.61
1.33,-43.04
3.21,-40.9
2.46,-41.11
1.8,-25.37
-1.69,-30.6
-5.83,-29.49
-7.7,-28.66
-8.8,-17.4
-6.4,-23.37
-1.8,-21.83
-0.51,-8.09
1.6,-17.6
4.14,-13.04
3.17,-1.14
2.86,-15.81
1.49,-15.11
7.01,-34.26
13.64,-28.44
20.39,-48.93
27.16,-56.6
30.74,-61.64
1.03,-34.37
8.91,-48.56
4.57,-36.31
1.73,-33.13
-5.63,-37.06
-3.76,-35.74
-2.39,-32.23
-4.99,-30.34
-5.01,-16.73
-4.07,-23.53
-3.4,-9.27
-4.6,-5.7
-4.0,-7.01
-6.64,-3.97
-8.93,9.96
-12.01,-3.23
-11.33,1.63
-10.51,1.6
-3.7,-0.76
5.51,-27.46
16.47,-21.19
21.13,-27.99
25.23,-37.41
10.07,-44.46
-0.13,-59.44
-4.07,-66.86
-1.13,-75.89
-5.61,-48.61
-1.09,-42.39
-0.59,-35.03
-8.2,-33.53
-10.19,-31.16
-2.97,-22.94
-1.77,-9.1
0.14,-9.09
-1.21,-19.09
-0.59,-15.16
1.77,2.11
1.13,-11.76
1.34,-10.04
-0.5,-8.66
-0.33,-5.77
-0.34,8.76
0.46,-14.03
3.81,-11.01
7.57,-13.76
10.21,-16.8
14.21,-7.49
10.44,-12.07
6.69,-16.54
-1.63,-23.66
-6.5,-26.53
-6.24,-29.04
-6.47,-29.23
-0.43,-32.67
9.9,-35.13
19.89,-23.97
8.54,-12.0
-4.37,-27.47
5.24,-25.43
11.61,-21.19
4.09,-30.07
4.83,-37.34
-0.93,-32.87
2.0,-33.63
2.27,-31.96
3.04,-29.03
1.47,-24.76
-3.07,-23.36
-3.33,-17.69
-6.76,-19.57
-4.16,-18.07
-2.14,-16.9
-1.76,-15.71
-1.81,-16.21
1.64,-12.66
-0.17,-15.86
0.1,-18.5
0.51,-23.83
2.86,-23.89
3.81,-25.76
-20.97,-38.31
-28.03,-12.29
-11.07,-8.59
-1.76,1.16
12.39,7.9
-5.34,12.49
-4.61,6.51
-10.69,13.89
-14.54,10.06
-7.47,11.6
-0.46,15.63
4.24,10.96
-0.93,2.6
-1.51,-4.09
-0.7,-6.37
1.43,-4.1
2.1,0.74
0.0,3.36
-2.93,3.5
-4.61,0.79
-3.04,5.81
-3.47,5.46
-2.37,14.89
-6.33,10.8
-4.93,9.23
-5.41,5.64
-0.69,3.99
0.27,-1.7
8.94,-29.71
16.5,-19.47
4.94,-13.47
-2.77,-13.09
-1.47,-18.1
7.6,-16.47
11.51,-16.66
15.11,-18.47
6.24,-28.23
4.81,-34.66
7.96,-31.01
9.66,-27.27
9.03,-23.71
6.84,-21.74
4.1,-24.21
1.79,-27.16
2.03,-26.26
2.09,-22.93
1.59,-18.54
-1.39,-18.51
-1.74,-15.87
-2.81,-17.6
-2.76,-16.79
-0.9,-19.99
3.31,-23.37
6.13,-27.21
6.29,-23.7
13.3,-13.99
-1.9,-7.41
-7.47,-2.83
-14.76,8.59
-6.29,7.01
2.46,1.16
9.99,1.23
13.81,-12.56
0.47,-27.3
-4.7,-33.8
-6.96,-34.83
-3.46,-28.39
-4.06,-29.54
-2.07,-27.11
-2.41,-24.07
-2.97,-19.87
-0.16,-20.6
0.16,-20.09
1.41,-17.46
1.7,-13.5
0.66,-7.83
0.47,-9.39
0.19,-13.41
1.27,-16.11
3.1,-20.94
6.99,-22.26
8.9,-22.27
8.11,-33.83
17.11,-12.64
2.14,-0.39
-9.51,-11.66
-3.67,-20.7
13.73,-19.2
26.13,-21.03
6.46,-31.41
-4.07,-40.86
-2.13,-38.07
-4.6,-30.01
-6.71,-25.01
-6.03,-25.16
-4.37,-25.59
-2.97,-19.47
0.49,-15.1
1.13,-16.7
1.37,-17.06
1.19,-14.74
1.41,-4.83
-2.63,-8.77
-2.23,-11.44
-2.0,-17.16
-1.47,-17.51
-0.24,-18.8
6.73,-20.69
8.34,-22.09
1.61,-16.66
-6.41,-30.49
-0.49,-26.99
5.71,-22.93
30.71,-25.31
18.67,-22.21
1.34,-40.04
-3.17,-45.46
-4.06,-41.46
-0.41,-36.69
-2.34,-37.0
-3.24,-35.47
-3.71,-30.7
-3.1,-31.66
-2.59,-29.8
-2.89,-20.07
-6.97,-20.24
-4.77,-20.6
-4.09,-15.14
-4.44,-12.06
-5.46,-12.66
-0.5,-12.59
-0.31,-14.8
1.43,-16.37
3.36,-20.03
6.6,-23.54
2.97,-21.33
0.64,-15.06
-7.01,-11.36
-9.93,-15.89
4.91,-16.37
18.49,-11.9
34.11,-18.21
-0.61,-31.59
-1.47,-47.29
-4.76,-46.9
-3.77,-45.2
-1.63,-42.16
-1.97,-37.34
-0.53,-28.77
-2.97,-28.83
-3.04,-22.99
-5.27,-20.89
-7.24,-21.59
-4.3,-17.27
-4.13,-19.26
-2.53,-11.29
-0.67,-6.24
-0.01,-7.04
-0.97,-7.53
1.06,-6.9
0.07,-12.37
3.0,-16.77
6.23,-28.54
14.71,-19.2
6.27,-11.34
-2.5,-8.4
-2.29,-2.37
-1.83,2.91
-2.91,-7.86
3.57,-11.86
11.99,-18.14
5.07,-24.03
1.89,-33.76
-5.24,-33.1
-4.91,-28.49
-5.57,-26.63
-2.74,-21.84
-1.33,-17.41
-2.54,-18.56
-2.54,-16.44
-3.1,-12.63
-3.59,-9.66
-4.29,-9.56
-2.76,-10.99
-2.73,-11.89
-0.36,-14.9
0.99,-17.53
3.3,-21.43
5.23,-21.93
-11.79,-28.53
-25.54,-23.09
-14.89,-15.07
-9.0,-9.04
13.37,6.66
5.89,16.61
-1.71,8.49
-2.97,0.91
-0.03,3.46
0.19,10.4
-2.41,15.36
-4.64,10.7
-1.34,5.47
4.11,5.2
7.39,-2.27
5.46,-7.64
0.77,-16.47
0.31,-2.81
-5.54,-6.34
-4.07,-6.07
-1.07,-17.04
-1.23,-2.0
5.74,-1.7
4.89,-4.26
0.9,-3.76
-2.84,-13.94
-2.03,-14.83
0.39,-7.74
0.26,-20.61
-20.43,-34.37
-33.41,-13.49
-41.54,-9.97
-25.91,2.09
-15.86,15.36
1.33,5.61
10.59,-2.89
15.0,-8.83
-6.44,-33.13
-8.99,-47.31
-2.07,-46.49
0.21,-41.77
0.0,-36.89
-0.81,-34.94
-0.49,-27.26
-2.47,-21.83
-3.16,-17.81
-4.87,-11.54
-7.76,-7.94
-7.56,-8.69
-7.57,-8.73
-6.23,-7.77
-2.96,-9.64
0.63,-14.01
1.27,-20.57
3.63,-24.86
5.94,-21.11
5.36,-22.53
3.33,-45.53
9.93,-50.19
18.99,-51.79
10.76,-50.11
5.57,-46.6
-4.94,-36.69
-10.87,-32.64
-8.3,-30.34
-10.56,-32.87
-6.77,-23.04
1.36,-34.07
4.14,-31.49
7.97,-29.66
9.47,-24.94
11.7,-19.26
9.61,-17.17
6.9,-7.0
3.64,-4.06
1.7,-2.76
-1.41,-1.67
-3.46,-3.76
-1.53,-4.61
0.84,-5.19
3.9,-6.83
5.94,-1.83
3.87,-0.13
3.86,2.07
0.29,-58.29
4.16,-58.47
1.03,-52.17
-5.67,-47.79
-4.69,-43.64
-7.56,-35.39
-6.84,-32.69
-6.87,-31.53
-4.09,-27.86
-1.24,-24.79
0.04,-19.37
2.67,-17.07
4.24,-14.39
4.5,-10.69
4.41,-7.2
3.64,-8.79
2.86,-5.93
3.01,-3.57
2.24,0.44
0.1,6.57
-3.73,3.19
-4.4,20.77
-11.7,10.23
-10.34,7.33
-7.01,1.17
-2.93,-2.7
1.73,-6.86
4.93,-9.21
0.59,-53.61
6.06,-50.34
0.49,-48.33
-3.13,-42.87
-8.41,-33.71
-6.04,-24.06
-5.59,-26.1
-3.54,-23.6
-2.99,-19.71
-2.7,-14.59
-0.56,-12.2
-0.57,-10.03
0.09,-2.27
0.49,-6.59
3.19,-5.63
4.26,-4.93
5.56,1.63
7.73,1.11
10.21,-8.43
5.06,-15.34
2.09,-23.43
1.34,-23.61
2.67,-22.81
0.84,-24.34
0.01,-23.53
1.5,-22.74
4.74,-20.7
7.21,-19.11
4.33,-34.97
9.1,-14.31
-13.83,-18.29
-16.2,-19.09
-15.14,-27.13
-10.19,-25.57
14.41,-12.5
12.09,-9.57
2.1,-24.1
1.3,-44.34
4.06,-52.56
3.01,-62.7
-0.36,-50.96
-1.56,-52.47
-1.41,-67.67
0.44,-57.53
-0.41,-65.61
0.36,-66.8
0.0,-66.0
0.43,-61.16
-0.21,-61.36
-0.33,-64.94
0.6,-67.03
0.0,-77.2
0.11,-61.31
-0.09,-61.46
3.84,-51.4
13.17,-39.24
5.7,-39.37
-2.91,-34.04
0.39,-30.7
0.8,-16.34
-5.27,-17.69
-4.39,-13.61
-4.09,-20.17
-3.84,-18.01
-2.6,-19.3
-9.16,-21.03
-13.71,-11.69
-2.64,-34.54
7.64,-25.97
19.96,-42.53
27.67,-31.91
9.71,-53.53
0.21,-43.53
-0.46,-45.53
0.86,-57.79
0.53,-46.9
0.47,-47.9
-0.6,-52.14
0.54,-52.16
1.06,-61.69
-0.34,-50.33
-0.39,-52.97
0.39,-55.0
0.13,-62.44
-0.57,-51.56
-0.34,-53.79
-0.27,-54.17
-0.03,-54.11
-0.1,-56.7
-0.46,-59.31
2.94,-29.14
7.71,-22.76
1.57,-13.51
-2.27,-7.13
-5.39,0.7
-2.73,-4.2
2.86,-8.64
13.04,-12.94
17.27,-16.41
9.23,-25.04
1.46,-35.16
-4.67,-30.53
-3.91,-28.53
-5.83,-26.89
-4.23,-24.17
-3.73,-20.69
-3.77,-8.49
-5.79,-12.89
-2.86,-6.84
-3.13,-2.79
-5.79,-13.8
-1.43,-18.36
8.04,-22.47
12.26,-29.01
17.13,-35.63
22.77,-40.97
-17.97,-43.6
-27.5,-20.89
-38.86,-9.54
-30.11,-4.79
-21.26,5.23
-4.66,1.86
25.67,2.87
17.7,-5.69
5.6,-29.44
-2.81,-48.51
-2.36,-34.24
-7.86,-40.01
-7.63,-31.11
-9.07,-25.41
-3.9,-22.37
-4.74,-20.5
-6.51,-21.56
-3.03,-19.09
-0.91,-20.69
0.29,-15.56
1.94,-15.77
2.99,-10.26
2.69,-5.59
1.83,-9.39
0.76,-15.59
3.13,-18.37
3.9,-18.87
4.8,-20.63
6.7,-21.83
5.03,-26.41
11.73,-8.91
2.54,-5.37
2.64,-4.13
-0.86,-15.47
16.9,-19.84
25.27,-23.51
8.06,-32.1
-3.67,-48.77
-1.39,-48.59
2.51,-33.27
-3.06,-37.49
-4.46,-29.83
-7.89,-26.29
-4.66,-22.99
-4.77,-23.87
-4.0,-23.16
-0.11,-23.44
3.0,-23.51
4.17,-35.09
4.71,-23.4
2.74,-18.84
-2.69,-14.83
-7.91,-20.5
-10.03,-23.9
-9.27,-33.84
-4.59,-24.3
0.26,-28.8
4.11,-20.86
9.2,-14.76
14.64,-4.09
9.14,8.84
1.44,-13.89
4.37,-25.53
14.91,-35.43
24.54,-34.9
6.94,-38.33
-6.66,-51.11
-2.14,-53.81
0.87,-52.67
-0.7,-58.06
0.44,-57.69
0.63,-59.19
0.13,-61.03
-0.24,-62.76
-0.14,-63.74
-0.5,-64.29
-0.94,-59.59
-2.06,-64.39
0.67,-65.96
0.24,-67.24
0.69,-67.56
0.53,-70.11
2.17,-73.14
1.13,-66.24
6.26,-66.4
2.64,-65.03
-2.26,-63.63
-0.31,-63.61
0.14,-63.54
0.4,-60.23
1.09,-57.1
0.86,-55.27
-0.37,-48.74
-3.44,-45.77
-6.43,-43.39
-8.23,-36.71
-10.21,-36.07
-11.6,-31.73
-9.96,-25.89
-8.79,-21.47
-8.84,-20.87
-9.5,-19.59
-6.46,-16.99
-5.29,-19.71
-3.43,-16.69
-0.87,-15.9
2.17,-13.64
4.04,-5.53
3.9,-2.73
3.17,1.61
0.39,2.19
-1.14,-29.74
-6.29,-26.33
-10.17,-38.16
-14.44,-34.03
0.77,-29.41
9.47,-23.66
13.5,-17.77
14.03,-8.04
3.67,-1.44
-6.96,-15.11
-9.26,-7.57
-6.43,-2.0
-2.27,-0.49
-1.64,4.56
-1.24,6.84
1.34,6.63
-1.6,-12.74
-2.16,3.53
-5.17,14.04
-9.14,-3.2
-7.06,7.7
-4.94,-10.99
0.67,-7.3
7.79,-24.4
16.63,-29.73
24.54,-35.03
22.76,-43.23
2.67,-57.59
9.83,-68.89
5.16,-67.63
-2.23,-68.77
-0.06,-62.64
-0.84,-62.99
-1.61,-63.01
-2.0,-56.09
-2.56,-46.44
-3.63,-49.91
-5.01,-47.43
-7.04,-44.03
-6.2,-39.44
-6.66,-35.99
-5.8,-33.57
-7.39,-30.33
-6.51,-26.27
-6.76,-14.6
-8.29,-19.91
-6.89,-22.59
-3.04,-22.63
0.3,-22.31
2.51,-21.23
6.21,-17.67
7.43,-12.91
6.4,-5.46
6.17,-2.76
3.5,-31.67
13.49,-11.24
-0.86,-10.74
-10.43,-26.84
-7.49,-18.53
-1.24,-20.76
18.86,-20.57
23.66,-4.9
12.23,-36.64
1.96,-21.67
-6.81,-8.74
-12.69,-14.01
-9.01,-8.14
-10.39,-2.51
-9.47,-4.09
-4.64,4.0
5.37,-6.24
7.99,-27.53
12.79,-16.53
16.56,-27.74
19.06,-19.94
12.7,-23.14
9.43,-28.49
10.41,-30.36
6.36,-30.6
5.91,-46.3
10.01,-50.8
10.23,-57.33
-13.19,-55.07
6.7,-42.91
18.51,-41.03
27.9,-30.3
6.71,-35.99
-6.26,-21.33
-8.81,-28.97
-11.57,-30.4
-6.74,-29.26
12.94,-16.84
11.21,-9.16
-0.81,-57.6
2.97,-57.41
2.21,-57.1
-0.14,-55.03
0.73,-60.47
2.54,-59.97
1.13,-57.7
-0.57,-53.8
-1.5,-54.17
-2.6,-49.66
-3.47,-47.29
-4.59,-42.0
-5.96,-41.14
-6.03,-40.64
-3.86,-37.46
-3.71,-36.66
-4.53,-32.4
-4.01,-30.24
-3.8,-28.06
-5.17,-24.36
-5.86,-28.17
-4.23,-26.56
-1.33,-26.4
2.49,-27.3
4.59,-24.81
7.24,-17.66
6.67,-15.49
5.37,-11.44
-0.56,-58.21
-3.69,-58.7
-6.34,-56.34
-1.16,-51.43
1.26,-50.19
-0.56,-45.26
-1.97,-44.43
-1.74,-43.23
-2.23,-42.74
-2.21,-37.87
-1.29,-34.59
-0.16,-34.34
1.3,-28.53
-0.21,-31.19
1.1,-27.16
1.09,-23.96
1.04,-19.77
0.3,-16.41
-0.51,-14.64
0.87,-8.83
1.89,-8.8
1.86,-6.71
3.19,-10.63
6.97,-10.76
9.84,-13.51
12.99,-15.39
15.53,-14.46
15.77,-13.11
1.67,-75.84
-2.54,-63.77
-4.83,-61.31
-2.13,-52.93
-2.59,-51.51
-4.49,-48.7
-3.0,-46.26
-4.76,-45.93
-2.97,-44.07
-2.1,-42.2
0.14,-35.16
-0.89,-31.0
0.34,-23.37
-1.9,-21.51
-3.49,-22.07
-3.69,-22.24
-2.71,-18.66
-0.61,-12.84
-0.93,-10.64
0.61,-2.73
-1.21,-4.17
1.56,-4.57
4.61,-6.09
5.81,-9.79
6.93,-14.71
9.7,-16.07
11.39,-12.41
10.99,-12.3
-1.06,-62.53
-1.94,-63.1
-0.96,-67.36
-1.81,-64.56
-0.81,-62.56
0.2,-59.79
0.5,-55.89
0.34,-55.4
0.74,-55.03
1.03,-52.24
1.56,-49.64
1.84,-46.97
2.07,-45.43
1.7,-42.81
1.81,-38.06
-1.46,-34.89
-3.33,-30.17
-6.57,-26.34
-8.69,-25.44
-9.67,-24.14
-9.7,-22.89
-6.93,-19.64
-6.93,-12.4
-4.0,-11.19
-3.61,-7.06
-5.77,-0.44
-6.69,-6.09
2.06,-62.06
-3.84,-69.59
-0.67,-68.3
-1.79,-66.09
-1.51,-66.5
-1.24,-62.19
-1.2,-61.17
-1.29,-61.34
0.66,-59.76
1.9,-58.46
3.44,-56.33
2.73,-57.03
2.71,-55.46
1.83,-52.39
0.24,-51.94
-1.7,-51.69
-2.41,-50.59
-2.31,-50.96
-0.56,-49.04
0.94,-47.99
1.9,-46.3
1.66,-41.5
-0.97,-43.9
-1.29,-43.9
-1.44,-43.6
-1.33,-43.81
-0.77,-32.83
3.2,-50.84
-5.13,-64.89
-9.8,-61.0
-3.86,-56.36
1.44,-53.21
2.13,-49.57
0.73,-46.14
-0.76,-19.84
-13.8,-7.91
-24.11,-12.94
-24.79,-12.93
-22.71,-9.94
-22.76,-1.06
-12.47,-9.1
-8.34,-8.8
6.39,-11.51
6.23,-23.09
7.57,-22.93
7.64,-12.4
1.59,-26.66
-4.5,-35.57
-3.49,-37.71
-4.29,-36.51
-4.96,-44.17
0.33,-48.56
4.66,-51.27
5.67,-57.74
0.83,-74.29
5.0,-68.81
3.23,-68.47
0.1,-65.99
0.87,-63.43
-1.59,-59.83
-4.33,-57.56
-5.17,-55.33
-4.41,-54.63
-4.44,-51.0
-1.54,-49.64
-1.01,-49.34
