no_pacing_delay_s,no_pacing_max_backlog_s,thermal_lut_delay_s,thermal_lut_max_backlog_s,codel_inspired_delay_s,codel_inspired_max_backlog_s,ours_delay_s,ours_max_backlog_s
0.0,6.204,nan,nan,nan,nan,4.609,5.973
