condition,band,n,pacedCount,pacedPercent,dOverBacklogP50Percent,overlapPercent,delayP50Ms,slackP5Percent,slackMinPercent,skippedPercent,eitherPercent
12MP normal,<10,556,0,0.0,,,,48.364285714285714,35.114285714285714,8.093525179856115,8.093525179856115
12MP normal,10-30,894,73,8.165548098434003,29.09312233718807,97.98457962469527,419.0,24.53214285714286,0.7285714285714285,32.32662192393736,36.577181208053695
12MP normal,30-50,912,410,44.95614035087719,12.971959022236588,99.27876006237155,377.0,6.2092857142857145,0.15714285714285714,49.122807017543856,75.76754385964912
12MP normal,>=50,688,574,83.43023255813954,8.262295081967213,100.0,348.0,2.847857142857143,0.2,39.53488372093023,90.11627906976744
24MP memory,<10,219,8,3.65296803652968,30.881707334343535,57.945205479452056,162.5,18.72,1.0571428571428572,71.23287671232876,71.68949771689498
24MP memory,10-30,887,146,16.459977452085685,26.238624608731726,90.58445086830838,432.0,9.175714285714287,0.05714285714285714,55.91882750845547,62.119503945885
24MP memory,30-50,1136,485,42.693661971830984,14.506855373728438,99.50824767007747,404.0,4.9107142857142865,0.5857142857142857,63.20422535211267,81.51408450704226
24MP memory,>=50,827,654,79.08101571946796,9.767080667607805,99.27227086304461,429.0,4.9071428571428575,0.8857142857142857,34.46191051995163,86.57799274486095
