backlog_pct,cdf
58.2571,0.71975
58.3143,0.72187
58.3857,0.72399
58.4,0.72611
58.4143,0.72824
58.4714,0.73036
58.5714,0.73248
58.5857,0.73461
58.6857,0.73673
58.7143,0.73885
58.8,0.74098
58.8286,0.7431
59.1429,0.74522
59.2714,0.74735
59.7143,0.74947
59.8,0.75159
59.9571,0.75372
60.0429,0.75584
60.2143,0.75796
60.2429,0.76221
60.2714,0.76433
60.3429,0.76645
60.3857,0.76858
60.4286,0.7707
60.6143,0.77282
60.6571,0.77495
60.7286,0.77919
60.8571,0.78132
60.9714,0.78344
61.0,0.78556
61.1429,0.78769
61.2143,0.78981
61.2571,0.79193
61.3286,0.79618
61.4286,0.7983
61.4857,0.80042
61.6286,0.80255
61.7,0.80467
61.7429,0.80679
61.8286,0.80892
61.9286,0.81104
62.1143,0.81316
62.3286,0.81529
62.5429,0.81741
62.5714,0.81953
63.0429,0.82166
63.3714,0.82378
63.8857,0.8259
64.0571,0.82803
64.0714,0.83015
64.1857,0.83227
64.3429,0.83439
64.4714,0.83652
64.6857,0.83864
64.8714,0.84076
64.9,0.84289
64.9143,0.84713
65.1429,0.84926
65.2286,0.85138
65.3571,0.8535
65.3714,0.85563
65.4429,0.85775
65.6429,0.862
65.8,0.86412
65.9429,0.86624
66.1429,0.86837
66.3143,0.87049
66.3857,0.87261
66.4429,0.87473
66.4714,0.87686
66.6857,0.87898
66.7286,0.8811
66.7429,0.88323
66.8,0.88535
66.8286,0.88747
66.9571,0.8896
67.0714,0.89172
67.2,0.89384
67.2143,0.89597
67.4571,0.89809
67.5429,0.90021
68.0571,0.90234
68.2714,0.90446
68.3,0.90658
68.4286,0.9087
68.8286,0.91083
68.9571,0.91295
69.1714,0.91507
69.4714,0.9172
69.5,0.91932
69.6143,0.92144
69.6714,0.92357
69.6857,0.92569
69.7571,0.92781
70.4,0.92994
70.4714,0.93206
70.6286,0.93418
70.8143,0.93631
70.9857,0.93843
71.1,0.94055
71.1571,0.94268
71.3714,0.9448
71.4429,0.94692
