backlog_pct,cdf
25.7143,0.39298
25.7286,0.39364
25.7571,0.3943
25.8429,0.39563
25.8571,0.39629
25.8714,0.39695
25.9,0.39761
25.9714,0.39894
26.0571,0.3996
26.0857,0.40027
26.1286,0.40093
26.1571,0.40159
26.1714,0.40225
26.3143,0.40292
26.3286,0.40358
26.3429,0.4049
26.6286,0.40557
26.6857,0.40623
26.7714,0.40689
26.8143,0.40822
26.8714,0.40888
26.9857,0.40954
27.0143,0.41021
27.0429,0.41087
27.0714,0.41153
27.1143,0.41219
27.1571,0.41286
27.2143,0.41352
27.2429,0.41418
27.3571,0.41484
27.3857,0.41551
27.4143,0.41617
27.5,0.41683
27.5143,0.4175
27.5286,0.41816
27.6,0.41882
27.6286,0.41948
27.6429,0.42015
27.7143,0.42081
27.7714,0.42147
27.8,0.42213
27.8286,0.4228
27.8714,0.42412
27.9429,0.42478
27.9571,0.42545
27.9714,0.42611
28.0286,0.42677
28.0571,0.42744
28.1,0.4281
28.2143,0.42876
28.3,0.43009
28.4,0.43075
28.4143,0.43141
28.4714,0.43207
28.4857,0.43274
28.5429,0.4334
28.5571,0.43406
28.5714,0.43472
28.6,0.43539
28.7,0.43605
28.8143,0.43671
28.8571,0.43738
28.9143,0.43804
28.9571,0.43936
28.9857,0.44003
29.0286,0.44069
29.0429,0.44201
29.0571,0.44268
29.1571,0.44334
29.2,0.444
29.2143,0.44467
29.2571,0.44599
29.3714,0.44665
29.3857,0.44732
29.6,0.44798
29.6286,0.44864
29.6714,0.4493
29.7286,0.44997
29.7714,0.45129
29.8286,0.45195
29.8429,0.45262
29.8571,0.45328
29.9286,0.45394
29.9571,0.45461
30.0143,0.45527
30.0714,0.45593
30.1857,0.45659
30.2714,0.45726
30.3,0.45792
30.3143,0.45924
30.3857,0.45991
30.4,0.46057
30.5143,0.46123
30.5286,0.4619
30.6,0.46322
30.7286,0.46455
30.7429,0.46521
30.7714,0.46587
30.7857,0.46653
30.8,0.4672
30.8286,0.46786
30.8429,0.46852
30.8571,0.46918
30.9143,0.46985
30.9857,0.47051
31.0429,0.47117
31.0857,0.47184
31.1571,0.4725
31.2,0.47316
31.2286,0.47382
31.3429,0.47449
31.4429,0.47515
31.4571,0.47581
31.5714,0.47714
31.6,0.4778
31.6286,0.47846
31.6429,0.47913
31.7571,0.47979
31.7857,0.48045
31.8286,0.48111
31.8714,0.48244
31.9714,0.4831
31.9857,0.48376
32.0,0.48509
32.0286,0.48575
32.0429,0.48641
32.0714,0.48708
32.1143,0.48774
32.1857,0.4884
32.2,0.48907
32.2143,0.48973
32.2571,0.49105
32.3286,0.49238
32.3714,0.49304
32.4286,0.4937
32.5286,0.49437
32.5429,0.49503
32.5714,0.49569
32.6,0.49702
32.6143,0.49768
32.6714,0.49834
32.7286,0.49901
32.7571,0.49967
32.8,0.50033
32.8286,0.50099
32.8429,0.50166
32.9571,0.50232
32.9714,0.50364
33.0,0.50431
33.1571,0.50497
33.1714,0.50563
33.2429,0.5063
33.2571,0.50696
33.2714,0.50828
33.3,0.50895
33.3571,0.50961
33.4286,0.51027
33.4429,0.51093
33.5714,0.51292
33.6286,0.51359
33.8429,0.51491
33.9,0.5169
33.9143,0.51756
33.9714,0.51822
33.9857,0.52021
34.0286,0.52087
34.0714,0.52154
34.1,0.5222
34.3714,0.52286
