condition,slot,class,queued_pricing_error_s,backlog_error_s
12mp_normal,1,no_delay_required,-0.5039,-0.524
12mp_normal,1,no_delay_required,-0.1771,-0.201
12mp_normal,1,no_delay_required,0.1233,0.081
12mp_normal,1,no_delay_required,0.3919,0.34
12mp_normal,1,no_delay_required,0.7075,0.664
12mp_normal,1,no_delay_required,0.9936,0.943
12mp_normal,1,no_delay_required,1.2276,1.168
12mp_normal,1,no_delay_required,1.4147,1.339
12mp_normal,1,no_delay_required,0.349,0.178
12mp_normal,1,no_delay_required,0.2112,0.035
12mp_normal,1,no_delay_required,0.0303,0.015
12mp_normal,1,no_delay_required,0.0095,-0.006
12mp_normal,1,no_delay_required,0.007,-0.018
12mp_normal,1,no_delay_required,-0.0117,-0.033
12mp_normal,1,no_delay_required,-0.0462,-0.062
12mp_normal,1,no_delay_required,-0.0982,-0.12
12mp_normal,1,no_delay_required,-0.1275,-0.147
12mp_normal,1,no_delay_required,-0.1333,-0.171
12mp_normal,1,no_delay_required,-0.1111,-0.143
12mp_normal,1,no_delay_required,-0.0677,-0.082
12mp_normal,1,no_delay_required,-0.0724,-0.099
12mp_normal,1,no_delay_required,-0.0091,-0.033
12mp_normal,1,no_delay_required,-0.025,-0.048
12mp_normal,1,no_delay_required,-0.0305,-0.065
12mp_normal,1,no_delay_required,-0.0378,-0.081
12mp_normal,1,no_delay_required,-0.025,-0.072
12mp_normal,1,no_delay_required,-0.0142,-0.062
12mp_normal,1,no_delay_required,0.0196,-0.042
12mp_normal,1,no_delay_required,-0.0096,-0.102
12mp_normal,1,no_delay_required,0.0525,-0.013
12mp_normal,1,no_delay_required,0.1401,0.081
12mp_normal,1,no_delay_required,0.2012,0.143
12mp_normal,1,no_delay_required,0.2659,0.206
12mp_normal,1,no_delay_required,0.2993,0.232
12mp_normal,1,no_delay_required,0.176,0.045
12mp_normal,1,no_delay_required,0.0585,0.041
12mp_normal,1,no_delay_required,0.0439,0.032
12mp_normal,1,no_delay_required,0.0742,0.054
12mp_normal,1,no_delay_required,0.0306,0.017
12mp_normal,1,no_delay_required,0.0213,-0.001
12mp_normal,1,no_delay_required,0.0293,0.005
12mp_normal,1,no_delay_required,0.0105,-0.009
12mp_normal,1,no_delay_required,-0.0058,-0.034
12mp_normal,1,no_delay_required,-0.0254,-0.046
12mp_normal,1,no_delay_required,-0.1729,-0.207
12mp_normal,1,no_delay_required,-0.1758,-0.205
12mp_normal,1,no_delay_required,-0.1825,-0.219
12mp_normal,1,no_delay_required,-0.1718,-0.198
12mp_normal,1,no_delay_required,-0.0374,-0.05
12mp_normal,1,no_delay_required,-0.0636,-0.09
12mp_normal,1,no_delay_required,-0.0476,-0.068
12mp_normal,1,no_delay_required,-0.035,-0.06
12mp_normal,1,no_delay_required,-0.0287,-0.059
12mp_normal,1,no_delay_required,-0.0632,-0.11
12mp_normal,1,no_delay_required,-0.1338,-0.198
12mp_normal,1,no_delay_required,-0.0462,-0.1
12mp_normal,1,no_delay_required,0.0258,-0.042
12mp_normal,1,no_delay_required,0.0919,0.015
12mp_normal,1,no_delay_required,0.129,0.07
12mp_normal,1,no_delay_required,0.1751,0.113
12mp_normal,1,no_delay_required,0.25,0.143
12mp_normal,1,no_delay_required,0.458,0.242
12mp_normal,1,no_delay_required,0.2535,0.035
12mp_normal,1,no_delay_required,0.0365,0.044
12mp_normal,1,no_delay_required,0.0278,0.04
12mp_normal,1,no_delay_required,0.0195,-0.006
12mp_normal,1,no_delay_required,0.0014,-0.034
12mp_normal,1,no_delay_required,-0.0215,-0.057
12mp_normal,1,no_delay_required,-0.0352,-0.064
12mp_normal,1,no_delay_required,-0.0357,-0.054
12mp_normal,1,no_delay_required,-0.0745,-0.109
12mp_normal,1,no_delay_required,-0.0921,-0.128
12mp_normal,1,no_delay_required,-0.0954,-0.124
12mp_normal,1,no_delay_required,-0.0838,-0.123
12mp_normal,1,no_delay_required,-0.0837,-0.124
12mp_normal,1,no_delay_required,-0.0407,-0.07
12mp_normal,1,no_delay_required,-0.0396,-0.079
12mp_normal,1,no_delay_required,0.0013,-0.046
12mp_normal,1,no_delay_required,0.0186,-0.039
12mp_normal,1,no_delay_required,0.0189,-0.038
12mp_normal,1,no_delay_required,0.0629,-0.008
12mp_normal,1,no_delay_required,0.1412,0.076
12mp_normal,1,no_delay_required,0.2055,0.125
12mp_normal,1,no_delay_required,0.2654,0.175
12mp_normal,1,no_delay_required,0.3322,0.243
12mp_normal,1,no_delay_required,0.3216,0.222
12mp_normal,1,no_delay_required,0.223,0.134
12mp_normal,1,no_delay_required,0.166,-0.119
12mp_normal,1,no_delay_required,0.0359,-0.263
12mp_normal,1,no_delay_required,-0.3132,-0.14
12mp_normal,1,no_delay_required,-0.1207,0.023
12mp_normal,1,no_delay_required,-0.0873,0.048
12mp_normal,1,no_delay_required,0.1173,0.092
12mp_normal,1,no_delay_required,0.1085,0.047
12mp_normal,1,no_delay_required,0.0994,0.028
12mp_normal,1,no_delay_required,0.0478,-0.021
12mp_normal,1,no_delay_required,-0.0007,-0.075
12mp_normal,1,no_delay_required,-0.0392,-0.051
12mp_normal,1,no_delay_required,-0.0646,-0.086
12mp_normal,1,no_delay_required,-0.0658,-0.106
12mp_normal,1,no_delay_required,-0.0729,-0.112
12mp_normal,1,no_delay_required,-0.093,-0.141
12mp_normal,1,no_delay_required,-0.0861,-0.156
12mp_normal,1,no_delay_required,-0.0879,-0.162
12mp_normal,1,no_delay_required,-0.0928,-0.151
12mp_normal,1,no_delay_required,-0.0825,-0.15
12mp_normal,1,no_delay_required,-0.0929,-0.152
12mp_normal,1,no_delay_required,-0.0942,-0.151
12mp_normal,1,no_delay_required,-0.1257,-0.193
12mp_normal,1,no_delay_required,-0.1051,-0.168
12mp_normal,1,no_delay_required,-0.055,-0.128
12mp_normal,1,no_delay_required,-0.0421,-0.111
12mp_normal,1,no_delay_required,-0.0201,-0.101
12mp_normal,1,no_delay_required,-0.0349,-0.119
12mp_normal,1,covered,-0.5615,-0.67
12mp_normal,1,covered,-0.3952,-0.518
12mp_normal,1,covered,0.065,-0.012
12mp_normal,1,covered,0.5017,0.362
12mp_normal,1,covered,0.3326,0.22
12mp_normal,1,covered,0.3469,0.229
12mp_normal,1,covered,0.2307,0.083
12mp_normal,1,covered,-0.0821,-0.229
12mp_normal,1,covered,-0.3019,-0.458
12mp_normal,1,covered,0.2176,0.045
12mp_normal,1,covered,-0.0224,0.0
12mp_normal,1,covered,-0.123,-0.45
12mp_normal,1,covered,-0.2476,-0.178
12mp_normal,1,covered,0.3862,0.227
12mp_normal,1,covered,0.8466,0.673
12mp_normal,1,covered,-0.4289,-0.302
12mp_normal,1,covered,-0.1159,-0.003
12mp_normal,1,covered,0.4719,0.534
12mp_normal,1,covered,0.8303,0.809
12mp_normal,1,covered,0.3483,-0.08
12mp_normal,1,covered,-0.0227,-0.066
12mp_normal,1,covered,0.6448,0.5
12mp_normal,1,covered,-0.0167,-0.031
12mp_normal,1,covered,-0.1637,-0.209
12mp_normal,1,covered,0.0102,-0.061
12mp_normal,1,covered,0.0174,-0.06
12mp_normal,1,covered,-0.0382,-0.004
12mp_normal,1,covered,0.6737,0.654
12mp_normal,1,covered,0.3267,0.189
12mp_normal,1,covered,0.3321,0.249
12mp_normal,1,covered,-0.8226,-0.851
12mp_normal,1,covered,-0.3302,-0.304
12mp_normal,1,covered,0.2735,0.326
12mp_normal,1,covered,0.4179,0.279
12mp_normal,1,covered,0.1168,-0.095
12mp_normal,1,covered,0.053,0.104
12mp_normal,1,covered,0.6199,0.598
12mp_normal,1,covered,0.009,-0.21
12mp_normal,1,covered,0.3238,0.008
12mp_normal,1,covered,0.025,-0.001
12mp_normal,1,covered,-0.1033,-0.282
12mp_normal,1,covered,-0.0535,0.004
12mp_normal,1,covered,-0.219,-0.062
12mp_normal,1,covered,0.2375,-0.288
12mp_normal,1,covered,0.3758,0.065
12mp_normal,1,covered,0.5047,0.367
12mp_normal,1,covered,-0.1992,-0.256
12mp_normal,1,covered,0.23,0.194
12mp_normal,1,covered,-0.4613,-0.5
12mp_normal,1,covered,-0.1189,-0.167
12mp_normal,1,covered,0.1928,0.142
12mp_normal,1,covered,-0.5627,-0.613
12mp_normal,1,covered,-0.1779,-0.223
12mp_normal,1,flexible,-0.9608,-1.052
12mp_normal,1,flexible,-0.8931,-0.984
12mp_normal,1,flexible,-0.72,-0.817
12mp_normal,1,flexible,-0.5074,-0.403
12mp_normal,1,flexible,1.0183,0.474
12mp_normal,1,flexible,-0.9666,-0.835
12mp_normal,1,flexible,-0.0866,-0.134
12mp_normal,1,flexible,-1.066,-1.209
12mp_normal,1,flexible,-1.416,-1.442
12mp_normal,1,flexible,-1.5367,-1.586
12mp_normal,1,flexible,-1.3404,-1.405
12mp_normal,1,flexible,0.3698,0.152
12mp_normal,1,flexible,-0.0006,-0.093
12mp_normal,1,flexible,-0.8882,-0.937
12mp_normal,1,flexible,-0.9493,-1.005
12mp_normal,1,flexible,-0.7778,-0.853
12mp_normal,1,flexible,-0.5882,-0.662
12mp_normal,1,flexible,-0.5614,-0.626
12mp_normal,1,flexible,-0.4641,-0.485
12mp_normal,1,flexible,-0.6655,-0.691
12mp_normal,1,flexible,-0.5451,-0.58
12mp_normal,1,flexible,-0.4462,-0.485
12mp_normal,1,flexible,-0.7425,-0.793
12mp_normal,1,flexible,-0.1438,-0.224
12mp_normal,1,flexible,-0.0858,-0.138
12mp_normal,1,flexible,-0.2815,-0.305
24mp_memory,0,no_delay_required,1.211,0.432
24mp_memory,0,no_delay_required,0.4149,-0.19
24mp_memory,0,no_delay_required,0.3301,-0.287
24mp_memory,0,no_delay_required,-0.2597,-0.134
24mp_memory,0,no_delay_required,-0.1168,-0.141
24mp_memory,0,no_delay_required,-0.1674,-0.212
24mp_memory,0,no_delay_required,-0.1852,-0.203
24mp_memory,0,no_delay_required,-0.159,-0.184
24mp_memory,0,no_delay_required,-0.1367,-0.172
24mp_memory,0,no_delay_required,-0.0611,-0.104
24mp_memory,0,no_delay_required,0.0284,0.0
24mp_memory,0,no_delay_required,0.0035,-0.037
24mp_memory,0,no_delay_required,0.1552,0.108
24mp_memory,0,no_delay_required,0.1343,0.074
24mp_memory,0,no_delay_required,0.0409,-0.034
24mp_memory,0,no_delay_required,-0.0264,-0.113
24mp_memory,0,no_delay_required,-0.0871,-0.186
24mp_memory,0,no_delay_required,-0.2065,-0.33
24mp_memory,0,no_delay_required,-0.2202,-0.328
24mp_memory,0,no_delay_required,-0.2381,-0.357
24mp_memory,0,no_delay_required,-0.1704,-0.273
24mp_memory,0,no_delay_required,-0.0527,-0.133
24mp_memory,0,no_delay_required,0.0029,-0.085
24mp_memory,0,no_delay_required,0.1679,0.087
24mp_memory,0,no_delay_required,0.2616,0.21
24mp_memory,0,no_delay_required,0.3765,0.367
24mp_memory,0,no_delay_required,0.315,-0.269
24mp_memory,0,no_delay_required,-0.1869,0.092
24mp_memory,0,no_delay_required,-0.0288,0.221
24mp_memory,0,no_delay_required,0.2572,0.171
24mp_memory,0,no_delay_required,0.0877,-0.042
24mp_memory,0,no_delay_required,-0.0712,-0.115
24mp_memory,0,no_delay_required,-0.0772,-0.071
24mp_memory,0,no_delay_required,-0.094,-0.103
24mp_memory,0,no_delay_required,-0.0689,-0.077
24mp_memory,0,no_delay_required,-0.0222,-0.04
24mp_memory,0,no_delay_required,0.0391,0.035
24mp_memory,0,no_delay_required,0.1103,0.111
24mp_memory,0,no_delay_required,0.1073,0.089
24mp_memory,0,no_delay_required,-0.03,-0.059
24mp_memory,0,no_delay_required,-0.2227,-0.271
24mp_memory,0,no_delay_required,-0.4125,-0.467
24mp_memory,0,no_delay_required,-0.681,-0.745
24mp_memory,0,no_delay_required,-0.8125,-0.887
24mp_memory,0,no_delay_required,-0.7514,-0.788
24mp_memory,0,no_delay_required,-0.6966,-0.764
24mp_memory,0,no_delay_required,-0.4537,-0.49
24mp_memory,0,no_delay_required,-0.3549,-0.399
24mp_memory,0,no_delay_required,-0.0867,-0.117
24mp_memory,0,no_delay_required,-0.0636,-0.1
24mp_memory,0,no_delay_required,0.0163,0.005
24mp_memory,0,no_delay_required,0.2604,0.2
24mp_memory,0,no_delay_required,0.571,-0.259
24mp_memory,0,no_delay_required,-0.0541,-0.936
24mp_memory,0,no_delay_required,-0.9062,-1.434
24mp_memory,0,no_delay_required,-1.0756,-1.626
24mp_memory,0,no_delay_required,-0.843,-0.34
24mp_memory,0,no_delay_required,0.7284,1.266
24mp_memory,0,no_delay_required,1.6551,1.763
24mp_memory,0,no_delay_required,1.2997,0.822
24mp_memory,0,no_delay_required,1.2547,0.763
24mp_memory,0,no_delay_required,0.873,0.351
24mp_memory,0,no_delay_required,0.8783,0.335
24mp_memory,0,no_delay_required,0.3629,-0.136
24mp_memory,0,no_delay_required,-0.0533,-0.144
24mp_memory,0,no_delay_required,-0.0643,-0.17
24mp_memory,0,no_delay_required,-0.0213,-0.105
24mp_memory,0,no_delay_required,-0.1801,-0.282
24mp_memory,0,no_delay_required,-0.2478,-0.337
24mp_memory,0,no_delay_required,-0.0033,-0.11
24mp_memory,0,no_delay_required,0.3179,0.186
24mp_memory,0,no_delay_required,0.6557,0.517
24mp_memory,0,no_delay_required,1.1325,1.046
24mp_memory,0,no_delay_required,1.5171,1.451
24mp_memory,0,no_delay_required,1.6488,1.317
24mp_memory,0,no_delay_required,-1.086,0.08
24mp_memory,0,no_delay_required,-0.715,0.431
24mp_memory,0,no_delay_required,0.413,-0.249
24mp_memory,0,no_delay_required,-0.3804,-0.769
24mp_memory,0,no_delay_required,-0.781,-1.202
24mp_memory,0,no_delay_required,-0.8497,-0.268
24mp_memory,0,no_delay_required,-0.5493,0.016
24mp_memory,0,no_delay_required,-0.2749,0.277
24mp_memory,0,no_delay_required,0.3878,0.498
24mp_memory,0,no_delay_required,0.8888,1.103
24mp_memory,0,no_delay_required,0.5341,0.224
24mp_memory,0,no_delay_required,0.2649,0.169
24mp_memory,0,no_delay_required,0.2641,0.048
24mp_memory,0,no_delay_required,0.2865,0.05
24mp_memory,0,no_delay_required,0.0892,-0.089
24mp_memory,0,no_delay_required,0.0872,-0.033
24mp_memory,0,no_delay_required,0.0866,-0.086
24mp_memory,0,no_delay_required,0.3109,0.162
24mp_memory,0,no_delay_required,0.5951,0.435
24mp_memory,0,no_delay_required,0.8713,0.768
24mp_memory,0,no_delay_required,1.1205,0.99
24mp_memory,0,no_delay_required,1.4585,1.34
24mp_memory,0,no_delay_required,1.8126,1.692
24mp_memory,0,no_delay_required,1.8121,1.387
24mp_memory,0,no_delay_required,1.5281,1.128
24mp_memory,0,no_delay_required,1.3114,0.91
24mp_memory,0,no_delay_required,0.544,-0.349
24mp_memory,0,no_delay_required,0.3031,-0.603
24mp_memory,0,no_delay_required,-0.4889,-0.162
24mp_memory,0,no_delay_required,-0.2174,0.066
24mp_memory,0,no_delay_required,0.0876,-0.049
24mp_memory,0,no_delay_required,0.0841,0.029
24mp_memory,0,no_delay_required,0.1629,0.093
24mp_memory,0,no_delay_required,0.2268,0.225
24mp_memory,0,no_delay_required,0.2312,0.172
24mp_memory,0,no_delay_required,0.2172,0.126
24mp_memory,0,no_delay_required,0.0147,-0.118
24mp_memory,0,no_delay_required,-0.3147,-0.408
24mp_memory,0,no_delay_required,-0.4706,-0.539
24mp_memory,0,no_delay_required,-0.5317,-0.616
24mp_memory,0,no_delay_required,-0.4422,-0.448
24mp_memory,0,no_delay_required,-0.1226,-0.126
24mp_memory,0,no_delay_required,-0.0142,-0.036
24mp_memory,0,no_delay_required,0.1222,0.112
24mp_memory,0,no_delay_required,0.2954,0.29
24mp_memory,0,no_delay_required,0.3324,0.222
24mp_memory,0,no_delay_required,0.3596,0.2
24mp_memory,0,no_delay_required,0.2824,0.104
24mp_memory,0,no_delay_required,0.659,0.491
24mp_memory,0,no_delay_required,1.1216,0.955
24mp_memory,0,no_delay_required,1.5873,1.427
24mp_memory,0,no_delay_required,2.0664,1.901
24mp_memory,0,no_delay_required,2.57,2.152
24mp_memory,0,no_delay_required,1.137,0.32
24mp_memory,0,no_delay_required,0.953,0.121
24mp_memory,0,no_delay_required,0.192,-0.394
24mp_memory,0,no_delay_required,-0.4173,-0.263
24mp_memory,0,no_delay_required,-0.302,-0.167
24mp_memory,0,no_delay_required,-0.2388,-0.349
24mp_memory,0,no_delay_required,-0.2253,-0.351
24mp_memory,0,no_delay_required,-0.2085,-0.285
24mp_memory,0,no_delay_required,-0.1707,-0.238
24mp_memory,0,no_delay_required,-0.2365,-0.322
24mp_memory,0,no_delay_required,-0.1775,-0.28
24mp_memory,0,no_delay_required,-0.3552,-0.465
24mp_memory,0,no_delay_required,-0.6692,-0.841
24mp_memory,0,no_delay_required,-0.0719,-0.259
24mp_memory,0,no_delay_required,0.5458,0.386
24mp_memory,0,no_delay_required,1.23,1.153
24mp_memory,0,no_delay_required,1.8255,1.479
24mp_memory,0,no_delay_required,2.0305,1.766
24mp_memory,0,no_delay_required,1.2765,0.705
24mp_memory,0,no_delay_required,0.2653,-0.009
24mp_memory,0,no_delay_required,0.0057,-0.285
24mp_memory,0,no_delay_required,-0.0645,-0.079
24mp_memory,0,no_delay_required,0.48,-0.041
24mp_memory,0,no_delay_required,-0.2081,-0.574
24mp_memory,0,no_delay_required,-0.3126,-0.713
24mp_memory,0,no_delay_required,-0.5721,-0.208
24mp_memory,0,no_delay_required,-0.2919,-0.124
24mp_memory,0,no_delay_required,-0.1404,0.01
24mp_memory,0,no_delay_required,0.1015,-0.085
24mp_memory,0,no_delay_required,0.1793,-0.041
24mp_memory,0,no_delay_required,0.1618,0.079
24mp_memory,0,no_delay_required,0.0966,0.094
24mp_memory,0,no_delay_required,-0.0061,-0.035
24mp_memory,0,no_delay_required,0.0615,-0.023
24mp_memory,0,no_delay_required,0.1174,0.032
24mp_memory,0,no_delay_required,0.3727,0.267
24mp_memory,0,no_delay_required,0.63,0.53
24mp_memory,0,no_delay_required,0.8446,0.715
24mp_memory,0,no_delay_required,1.1338,0.995
24mp_memory,0,no_delay_required,1.1952,0.731
24mp_memory,0,no_delay_required,0.9406,0.468
24mp_memory,0,no_delay_required,0.3185,-0.114
24mp_memory,0,no_delay_required,-0.357,-0.455
24mp_memory,0,no_delay_required,-0.356,-0.437
24mp_memory,0,no_delay_required,-0.3484,-0.453
24mp_memory,0,no_delay_required,-0.0171,-0.03
24mp_memory,0,no_delay_required,1.401,0.598
24mp_memory,0,no_delay_required,0.4617,-0.306
24mp_memory,0,no_delay_required,0.3119,0.367
24mp_memory,0,no_delay_required,0.7876,0.813
24mp_memory,0,no_delay_required,0.8904,0.286
24mp_memory,0,no_delay_required,0.5319,0.338
24mp_memory,0,no_delay_required,0.5561,-0.065
24mp_memory,0,no_delay_required,0.2191,0.14
24mp_memory,0,no_delay_required,0.249,0.159
24mp_memory,0,no_delay_required,0.2901,0.213
24mp_memory,0,no_delay_required,0.2155,0.103
24mp_memory,0,no_delay_required,-0.0038,-0.215
24mp_memory,0,no_delay_required,0.0075,-0.233
24mp_memory,0,no_delay_required,-0.2385,-0.473
24mp_memory,0,no_delay_required,-0.1511,-0.291
24mp_memory,0,no_delay_required,-0.0472,-0.15
24mp_memory,0,no_delay_required,-0.0005,-0.123
24mp_memory,0,no_delay_required,0.0175,-0.127
24mp_memory,0,no_delay_required,0.2302,0.115
24mp_memory,0,no_delay_required,0.0845,-0.012
24mp_memory,0,no_delay_required,0.1188,0.007
24mp_memory,0,no_delay_required,0.1519,0.036
24mp_memory,0,no_delay_required,0.315,0.2
24mp_memory,0,no_delay_required,0.4319,0.267
24mp_memory,0,no_delay_required,-2.802,-0.775
24mp_memory,0,no_delay_required,-0.0052,-0.106
24mp_memory,0,no_delay_required,0.0747,-0.049
24mp_memory,0,no_delay_required,0.1683,0.1
24mp_memory,0,no_delay_required,0.0636,0.019
24mp_memory,0,no_delay_required,1.133,0.346
24mp_memory,0,no_delay_required,0.4542,-0.194
24mp_memory,0,no_delay_required,0.5622,-0.103
24mp_memory,0,no_delay_required,0.4142,0.532
24mp_memory,0,no_delay_required,0.9755,0.806
24mp_memory,0,no_delay_required,1.2734,1.058
24mp_memory,0,no_delay_required,0.6624,0.437
24mp_memory,0,no_delay_required,0.5148,0.337
24mp_memory,0,no_delay_required,0.7744,0.557
24mp_memory,0,no_delay_required,0.7127,0.676
24mp_memory,0,no_delay_required,0.7146,0.632
24mp_memory,0,no_delay_required,0.6391,0.479
24mp_memory,0,no_delay_required,0.5028,0.287
24mp_memory,0,no_delay_required,0.3105,0.125
24mp_memory,0,no_delay_required,0.2558,0.142
24mp_memory,0,no_delay_required,0.2478,0.146
24mp_memory,0,no_delay_required,0.1956,0.111
24mp_memory,0,no_delay_required,0.0448,-0.097
24mp_memory,0,no_delay_required,0.0171,-0.122
24mp_memory,0,no_delay_required,-0.1293,-0.197
24mp_memory,0,no_delay_required,-0.1038,-0.193
24mp_memory,0,no_delay_required,-0.0076,-0.063
24mp_memory,0,no_delay_required,0.2571,0.232
24mp_memory,0,no_delay_required,0.4334,0.429
24mp_memory,0,no_delay_required,0.813,-0.133
24mp_memory,0,no_delay_required,0.4503,-0.523
24mp_memory,0,no_delay_required,1.1407,0.967
24mp_memory,0,no_delay_required,0.6535,0.033
24mp_memory,0,no_delay_required,0.2985,-0.329
24mp_memory,0,no_delay_required,0.189,-0.487
24mp_memory,0,no_delay_required,-0.224,-0.242
24mp_memory,0,no_delay_required,-0.2305,-0.284
24mp_memory,0,no_delay_required,-0.0754,-0.145
24mp_memory,0,no_delay_required,-0.0626,-0.169
24mp_memory,0,no_delay_required,-0.1143,-0.208
24mp_memory,0,no_delay_required,0.0194,-0.011
24mp_memory,0,no_delay_required,0.0737,0.011
24mp_memory,0,no_delay_required,0.1722,0.099
24mp_memory,0,no_delay_required,0.2316,0.119
24mp_memory,0,no_delay_required,0.2175,0.046
24mp_memory,0,no_delay_required,0.2229,0.033
24mp_memory,0,no_delay_required,0.2492,0.013
24mp_memory,0,no_delay_required,0.3147,0.089
24mp_memory,0,no_delay_required,0.3805,0.217
24mp_memory,0,no_delay_required,0.5897,0.489
24mp_memory,0,no_delay_required,0.7238,0.623
24mp_memory,0,no_delay_required,0.935,0.15
24mp_memory,0,no_delay_required,0.0463,-0.666
24mp_memory,0,no_delay_required,0.4853,-0.257
24mp_memory,0,no_delay_required,0.7793,0.961
24mp_memory,0,no_delay_required,1.6445,1.829
24mp_memory,0,no_delay_required,1.1902,0.452
24mp_memory,0,no_delay_required,0.4983,-0.285
24mp_memory,0,no_delay_required,-0.1582,-0.149
24mp_memory,0,no_delay_required,-0.174,-0.322
24mp_memory,0,no_delay_required,-0.3721,-0.47
24mp_memory,0,no_delay_required,-0.3929,-0.422
24mp_memory,0,no_delay_required,-0.2903,-0.306
24mp_memory,0,no_delay_required,-0.1665,-0.208
24mp_memory,0,no_delay_required,0.0322,0.034
24mp_memory,0,no_delay_required,0.1132,0.079
24mp_memory,0,no_delay_required,0.1659,0.096
24mp_memory,0,no_delay_required,0.1953,0.083
24mp_memory,0,no_delay_required,0.2506,0.099
24mp_memory,0,no_delay_required,0.0359,-0.184
24mp_memory,0,no_delay_required,0.0261,-0.156
24mp_memory,0,no_delay_required,0.0654,-0.14
24mp_memory,0,no_delay_required,0.1076,-0.103
24mp_memory,0,no_delay_required,0.1884,-0.017
24mp_memory,0,no_delay_required,0.5844,0.471
24mp_memory,0,no_delay_required,0.7035,0.584
24mp_memory,0,no_delay_required,0.149,-0.034
24mp_memory,0,no_delay_required,0.6153,0.4
24mp_memory,0,no_delay_required,1.6616,2.15
24mp_memory,0,no_delay_required,1.8501,1.307
24mp_memory,0,no_delay_required,1.3529,0.094
24mp_memory,0,no_delay_required,-0.0655,-0.222
24mp_memory,0,no_delay_required,-0.1494,-0.284
24mp_memory,0,no_delay_required,-0.1048,-0.029
24mp_memory,0,no_delay_required,-0.1368,-0.164
24mp_memory,0,no_delay_required,-0.1683,-0.227
24mp_memory,0,no_delay_required,-0.1189,-0.26
24mp_memory,0,no_delay_required,-0.1909,-0.217
24mp_memory,0,no_delay_required,-0.1442,-0.181
24mp_memory,0,no_delay_required,-0.1422,-0.202
24mp_memory,0,no_delay_required,-0.4227,-0.488
24mp_memory,0,no_delay_required,-0.2481,-0.334
24mp_memory,0,no_delay_required,-0.2081,-0.286
24mp_memory,0,no_delay_required,-0.2127,-0.311
24mp_memory,0,no_delay_required,-0.2823,-0.382
24mp_memory,0,no_delay_required,0.0715,-0.035
24mp_memory,0,no_delay_required,0.1146,-0.022
24mp_memory,0,no_delay_required,0.2394,0.1
24mp_memory,0,no_delay_required,0.3996,0.235
24mp_memory,0,no_delay_required,0.5831,0.462
24mp_memory,0,no_delay_required,0.11,-0.491
24mp_memory,0,no_delay_required,-0.0405,-0.695
24mp_memory,0,no_delay_required,0.3551,0.344
24mp_memory,0,no_delay_required,1.3316,1.294
24mp_memory,0,no_delay_required,2.1865,2.388
24mp_memory,0,no_delay_required,0.5545,-0.043
24mp_memory,0,no_delay_required,-0.1079,-0.103
24mp_memory,0,no_delay_required,-0.2955,-0.333
24mp_memory,0,no_delay_required,-0.2482,-0.264
24mp_memory,0,no_delay_required,-0.11,-0.114
24mp_memory,0,no_delay_required,-0.1183,-0.138
24mp_memory,0,no_delay_required,-0.045,-0.037
24mp_memory,0,no_delay_required,-0.1372,-0.208
24mp_memory,0,no_delay_required,-0.1147,-0.213
24mp_memory,0,no_delay_required,-0.2988,-0.369
24mp_memory,0,no_delay_required,-0.4124,-0.507
24mp_memory,0,no_delay_required,-0.2284,-0.301
24mp_memory,0,no_delay_required,-0.2159,-0.289
24mp_memory,0,no_delay_required,-0.07,-0.177
24mp_memory,0,no_delay_required,0.0464,-0.047
24mp_memory,0,no_delay_required,0.0363,-0.001
24mp_memory,0,no_delay_required,0.0387,-0.068
24mp_memory,0,no_delay_required,0.1807,0.074
24mp_memory,0,no_delay_required,0.1531,0.005
24mp_memory,0,no_delay_required,0.3535,0.21
24mp_memory,0,no_delay_required,1.229,0.439
24mp_memory,0,no_delay_required,0.4635,-0.175
24mp_memory,0,no_delay_required,0.5018,-0.16
24mp_memory,0,no_delay_required,-0.1413,-0.204
24mp_memory,0,no_delay_required,0.3132,0.25
24mp_memory,0,no_delay_required,0.834,0.839
24mp_memory,0,no_delay_required,0.8874,0.355
24mp_memory,0,no_delay_required,0.6944,0.132
24mp_memory,0,no_delay_required,0.2184,-0.367
24mp_memory,0,no_delay_required,-0.2608,-0.344
24mp_memory,0,no_delay_required,-0.2438,-0.39
24mp_memory,0,no_delay_required,-0.0438,-0.192
24mp_memory,0,no_delay_required,0.034,-0.093
24mp_memory,0,no_delay_required,-0.097,-0.178
24mp_memory,0,no_delay_required,-0.0612,-0.178
24mp_memory,0,no_delay_required,-0.0916,-0.217
24mp_memory,0,no_delay_required,-0.0621,-0.251
24mp_memory,0,no_delay_required,-0.1115,-0.3
24mp_memory,0,no_delay_required,-0.0008,-0.193
24mp_memory,0,no_delay_required,0.0328,-0.191
24mp_memory,0,no_delay_required,0.1512,-0.025
24mp_memory,0,no_delay_required,0.2271,0.069
24mp_memory,0,no_delay_required,0.3555,0.231
24mp_memory,0,no_delay_required,0.4779,0.366
24mp_memory,0,no_delay_required,-2.771,-1.042
24mp_memory,0,no_delay_required,-2.335,-0.63
24mp_memory,0,no_delay_required,0.5743,0.517
24mp_memory,0,no_delay_required,0.7258,0.382
24mp_memory,0,no_delay_required,0.4213,0.054
24mp_memory,0,no_delay_required,0.3439,0.022
24mp_memory,0,no_delay_required,-0.0113,-0.388
24mp_memory,0,no_delay_required,-0.141,-0.285
24mp_memory,0,no_delay_required,0.0403,-0.075
24mp_memory,0,no_delay_required,0.0437,-0.086
