condition,slot,class,queued_pricing_error_s,backlog_error_s
12mp_normal,1,no_delay_required,-0.1277,-0.135
12mp_normal,1,no_delay_required,-0.4395,-0.463
12mp_normal,1,no_delay_required,-0.7873,-0.824
12mp_normal,1,no_delay_required,-0.9281,-0.942
12mp_normal,1,no_delay_required,-1.1833,-1.213
12mp_normal,1,no_delay_required,-1.1637,-1.116
12mp_normal,1,no_delay_required,-1.2823,-1.255
12mp_normal,1,no_delay_required,-1.082,-0.979
12mp_normal,1,no_delay_required,-1.1745,-1.083
12mp_normal,1,no_delay_required,-0.9739,-0.857
12mp_normal,1,no_delay_required,1.1064,1.083
12mp_normal,1,no_delay_required,1.3921,1.305
12mp_normal,1,no_delay_required,1.3925,0.954
12mp_normal,1,no_delay_required,1.0998,0.671
12mp_normal,1,no_delay_required,0.9349,0.554
12mp_normal,1,no_delay_required,0.7311,0.353
12mp_normal,1,no_delay_required,0.7813,0.391
12mp_normal,1,no_delay_required,0.6418,0.267
12mp_normal,1,no_delay_required,0.4731,0.118
12mp_normal,1,no_delay_required,0.394,0.196
12mp_normal,1,no_delay_required,0.5297,0.308
12mp_normal,1,no_delay_required,0.5285,0.319
12mp_normal,1,no_delay_required,0.479,0.256
12mp_normal,1,no_delay_required,0.1476,0.021
12mp_normal,1,no_delay_required,0.0707,-0.078
12mp_normal,1,no_delay_required,0.282,0.112
12mp_normal,1,no_delay_required,0.4066,0.178
12mp_normal,1,no_delay_required,0.6537,0.447
12mp_normal,1,no_delay_required,0.9534,0.854
12mp_normal,1,no_delay_required,1.2933,1.224
12mp_normal,1,no_delay_required,0.9595,0.564
12mp_normal,1,no_delay_required,0.9414,0.52
12mp_normal,1,no_delay_required,0.7176,0.291
12mp_normal,1,no_delay_required,0.4978,0.04
12mp_normal,1,no_delay_required,0.1194,-0.331
12mp_normal,1,no_delay_required,-0.198,-0.301
12mp_normal,1,no_delay_required,-0.2687,-0.396
12mp_normal,1,no_delay_required,-0.2822,-0.419
12mp_normal,1,no_delay_required,-0.2948,-0.454
12mp_normal,1,no_delay_required,-0.2289,-0.426
12mp_normal,1,no_delay_required,-0.0713,-0.207
12mp_normal,1,no_delay_required,0.0259,-0.07
12mp_normal,1,no_delay_required,0.1615,0.058
12mp_normal,1,no_delay_required,0.2565,0.089
12mp_normal,1,no_delay_required,0.802,1.019
12mp_normal,1,no_delay_required,1.279,0.882
12mp_normal,1,no_delay_required,0.925,0.526
12mp_normal,1,no_delay_required,0.5742,0.154
12mp_normal,1,no_delay_required,0.1419,-0.01
12mp_normal,1,no_delay_required,0.5483,0.36
12mp_normal,1,no_delay_required,0.9866,0.771
12mp_normal,1,no_delay_required,1.2627,1.112
12mp_normal,1,no_delay_required,1.0647,0.569
12mp_normal,1,no_delay_required,0.9852,0.464
12mp_normal,1,no_delay_required,0.4503,-0.066
12mp_normal,1,no_delay_required,0.0589,-0.201
12mp_normal,1,no_delay_required,0.0038,-0.569
12mp_normal,1,no_delay_required,-0.3172,-0.388
12mp_normal,1,no_delay_required,-0.1869,-0.255
12mp_normal,1,no_delay_required,-0.1496,-0.246
12mp_normal,1,no_delay_required,-0.0178,-0.104
12mp_normal,1,no_delay_required,0.0421,-0.035
12mp_normal,1,no_delay_required,0.0927,-0.02
12mp_normal,1,no_delay_required,0.367,0.237
12mp_normal,1,no_delay_required,0.5774,0.408
12mp_normal,1,no_delay_required,0.8837,0.711
12mp_normal,1,no_delay_required,1.2248,1.069
12mp_normal,1,no_delay_required,1.5982,1.411
12mp_normal,1,no_delay_required,1.9691,1.811
12mp_normal,1,no_delay_required,1.8281,1.719
12mp_normal,1,no_delay_required,0.77,0.237
12mp_normal,1,no_delay_required,0.7208,0.16
12mp_normal,1,no_delay_required,0.4095,0.189
12mp_normal,1,no_delay_required,0.0008,0.017
12mp_normal,1,no_delay_required,0.8022,0.813
12mp_normal,1,no_delay_required,1.6382,1.461
12mp_normal,1,no_delay_required,2.2937,2.209
12mp_normal,1,no_delay_required,1.433,0.676
12mp_normal,1,no_delay_required,0.6284,-0.136
12mp_normal,1,no_delay_required,-0.066,-0.056
12mp_normal,1,no_delay_required,-0.0946,-0.078
12mp_normal,1,no_delay_required,-0.0389,-0.034
12mp_normal,1,no_delay_required,0.03,0.032
12mp_normal,1,no_delay_required,0.0557,0.047
12mp_normal,1,no_delay_required,0.0075,-0.01
12mp_normal,1,no_delay_required,-0.1519,-0.255
12mp_normal,1,no_delay_required,0.0201,0.031
12mp_normal,1,no_delay_required,0.0701,0.057
12mp_normal,1,no_delay_required,-0.0663,-0.065
12mp_normal,1,no_delay_required,-0.024,-0.021
12mp_normal,1,no_delay_required,-0.0945,-0.09
12mp_normal,1,no_delay_required,0.343,0.605
12mp_normal,1,no_delay_required,0.613,0.23
12mp_normal,1,no_delay_required,0.2502,0.19
12mp_normal,1,no_delay_required,0.2724,-0.132
12mp_normal,1,no_delay_required,0.2434,-0.19
12mp_normal,1,no_delay_required,0.0136,-0.072
12mp_normal,1,no_delay_required,0.7893,0.64
12mp_normal,1,no_delay_required,1.5768,1.431
12mp_normal,1,no_delay_required,2.2292,2.061
12mp_normal,1,no_delay_required,1.3959,0.613
12mp_normal,1,no_delay_required,0.676,-0.089
12mp_normal,1,no_delay_required,-0.1003,-0.125
12mp_normal,1,no_delay_required,-0.1043,-0.125
12mp_normal,1,no_delay_required,-0.1076,-0.12
12mp_normal,1,no_delay_required,-0.1308,-0.154
12mp_normal,1,no_delay_required,-0.0729,-0.103
12mp_normal,1,no_delay_required,0.0495,0.023
12mp_normal,1,no_delay_required,-0.0143,-0.049
12mp_normal,1,no_delay_required,-0.0606,-0.143
12mp_normal,1,no_delay_required,-0.0266,-0.013
12mp_normal,1,no_delay_required,0.0505,0.052
12mp_normal,1,no_delay_required,-0.0859,-0.019
12mp_normal,1,no_delay_required,-0.1321,-0.001
12mp_normal,1,no_delay_required,-0.0084,-0.007
12mp_normal,1,no_delay_required,0.132,0.369
12mp_normal,1,no_delay_required,0.463,0.122
12mp_normal,1,no_delay_required,0.4946,0.116
12mp_normal,1,no_delay_required,0.4002,0.277
12mp_normal,1,no_delay_required,0.4743,0.557
12mp_normal,1,no_delay_required,1.0172,0.71
12mp_normal,1,no_delay_required,1.2075,0.872
12mp_normal,1,no_delay_required,1.6047,1.241
12mp_normal,1,no_delay_required,1.7913,1.587
12mp_normal,1,no_delay_required,1.1952,0.716
12mp_normal,1,no_delay_required,0.7646,0.269
12mp_normal,1,no_delay_required,0.6941,0.174
12mp_normal,1,no_delay_required,0.3623,-0.248
12mp_normal,1,no_delay_required,-0.2085,-0.284
12mp_normal,1,no_delay_required,-0.18,-0.279
12mp_normal,1,no_delay_required,-0.1752,-0.342
12mp_normal,1,no_delay_required,-0.1848,-0.313
12mp_normal,1,no_delay_required,-0.2442,-0.385
12mp_normal,1,no_delay_required,-0.1147,-0.237
12mp_normal,1,no_delay_required,-0.1096,-0.253
12mp_normal,1,no_delay_required,-0.1166,-0.235
12mp_normal,1,no_delay_required,-0.1063,-0.243
12mp_normal,1,no_delay_required,0.0913,-0.075
12mp_normal,1,no_delay_required,0.2393,0.098
12mp_normal,1,no_delay_required,0.358,0.19
12mp_normal,1,no_delay_required,0.451,0.268
12mp_normal,1,no_delay_required,0.17,-0.036
12mp_normal,1,no_delay_required,-0.0351,0.069
12mp_normal,1,no_delay_required,0.0906,0.147
12mp_normal,1,no_delay_required,0.1783,0.149
12mp_normal,1,no_delay_required,0.1636,0.097
12mp_normal,1,no_delay_required,0.1268,0.058
12mp_normal,1,no_delay_required,0.052,-0.007
12mp_normal,1,no_delay_required,0.0375,-0.034
12mp_normal,1,no_delay_required,-0.0478,-0.098
12mp_normal,1,no_delay_required,-0.0633,-0.09
12mp_normal,1,no_delay_required,-0.0599,-0.073
12mp_normal,1,no_delay_required,-0.0919,-0.116
12mp_normal,1,no_delay_required,-0.0645,-0.076
12mp_normal,1,no_delay_required,-0.0466,-0.053
12mp_normal,1,no_delay_required,-0.041,-0.067
12mp_normal,1,no_delay_required,-0.0275,-0.045
12mp_normal,1,no_delay_required,0.0004,-0.016
12mp_normal,1,no_delay_required,0.0054,-0.035
12mp_normal,1,no_delay_required,0.0059,-0.045
12mp_normal,1,no_delay_required,-0.0051,-0.062
12mp_normal,1,no_delay_required,0.065,0.012
12mp_normal,1,no_delay_required,0.1341,0.086
12mp_normal,1,no_delay_required,0.2101,0.157
12mp_normal,1,no_delay_required,0.3074,0.263
12mp_normal,1,no_delay_required,0.3942,0.36
12mp_normal,1,no_delay_required,0.4829,0.443
12mp_normal,1,no_delay_required,0.5527,0.506
12mp_normal,1,no_delay_required,0.245,0.018
12mp_normal,1,no_delay_required,0.0054,0.03
12mp_normal,1,no_delay_required,0.0065,0.0
12mp_normal,1,no_delay_required,0.0431,0.021
12mp_normal,1,no_delay_required,0.0513,0.044
12mp_normal,1,no_delay_required,0.0356,0.012
12mp_normal,1,no_delay_required,0.0067,-0.02
12mp_normal,1,no_delay_required,-0.0509,-0.056
12mp_normal,1,no_delay_required,-1.2105,-1.224
12mp_normal,1,no_delay_required,-1.1868,-1.193
12mp_normal,1,no_delay_required,-1.1753,-1.191
12mp_normal,1,no_delay_required,-1.1789,-1.201
12mp_normal,1,no_delay_required,-1.1865,-1.216
12mp_normal,1,no_delay_required,-1.1811,-1.227
12mp_normal,1,no_delay_required,-0.0071,-1.221
12mp_normal,1,no_delay_required,0.0143,0.071
12mp_normal,1,no_delay_required,0.0098,0.05
12mp_normal,1,no_delay_required,0.1408,0.173
12mp_normal,1,no_delay_required,0.2261,0.245
12mp_normal,1,no_delay_required,0.2943,0.299
12mp_normal,1,no_delay_required,0.3329,0.338
12mp_normal,1,no_delay_required,0.3555,0.224
12mp_normal,1,no_delay_required,0.44,0.329
12mp_normal,1,no_delay_required,0.4387,0.322
12mp_normal,1,no_delay_required,0.4289,0.332
12mp_normal,1,no_delay_required,0.5286,0.423
12mp_normal,1,no_delay_required,-0.5673,-0.654
12mp_normal,1,no_delay_required,0.213,-0.004
12mp_normal,1,no_delay_required,-0.012,0.039
12mp_normal,1,no_delay_required,0.0283,0.019
12mp_normal,1,no_delay_required,0.0579,0.038
12mp_normal,1,no_delay_required,0.0593,0.049
12mp_normal,1,no_delay_required,0.0607,0.035
12mp_normal,1,no_delay_required,0.0207,-0.016
12mp_normal,1,no_delay_required,-0.0284,-0.054
12mp_normal,1,no_delay_required,-0.0481,-0.088
12mp_normal,1,no_delay_required,-0.0824,-0.093
12mp_normal,1,no_delay_required,-0.0604,-0.065
12mp_normal,1,no_delay_required,-0.0337,-0.04
12mp_normal,1,no_delay_required,-0.053,-0.069
12mp_normal,1,no_delay_required,0.0104,-0.019
12mp_normal,1,no_delay_required,-0.012,-0.041
12mp_normal,1,no_delay_required,-0.0491,-0.08
12mp_normal,1,no_delay_required,-0.0433,-0.086
12mp_normal,1,no_delay_required,-0.0222,-0.057
12mp_normal,1,no_delay_required,-0.061,-0.101
12mp_normal,1,no_delay_required,-0.0627,-0.132
12mp_normal,1,no_delay_required,-0.0668,-0.121
12mp_normal,1,no_delay_required,-0.0222,-0.073
12mp_normal,1,no_delay_required,-0.0283,-0.074
12mp_normal,1,no_delay_required,-0.0304,-0.084
12mp_normal,1,no_delay_required,0.0269,-0.022
12mp_normal,1,no_delay_required,0.0894,0.031
12mp_normal,1,no_delay_required,0.173,0.125
12mp_normal,1,no_delay_required,0.267,-0.182
12mp_normal,1,no_delay_required,-0.2012,0.072
12mp_normal,1,no_delay_required,0.0527,0.022
12mp_normal,1,no_delay_required,0.1045,0.064
12mp_normal,1,no_delay_required,0.1206,0.12
12mp_normal,1,no_delay_required,0.1048,0.057
12mp_normal,1,no_delay_required,0.1254,0.068
12mp_normal,1,no_delay_required,0.0373,-0.041
12mp_normal,1,no_delay_required,-0.015,-0.053
12mp_normal,1,no_delay_required,-0.0447,-0.085
12mp_normal,1,no_delay_required,-0.0478,-0.098
12mp_normal,1,no_delay_required,-0.0405,-0.058
12mp_normal,1,no_delay_required,-0.0112,-0.036
12mp_normal,1,no_delay_required,0.0011,-0.032
12mp_normal,1,no_delay_required,0.0194,-0.004
12mp_normal,1,no_delay_required,-0.0002,-0.027
12mp_normal,1,no_delay_required,0.0281,-0.01
12mp_normal,1,no_delay_required,0.0381,-0.009
12mp_normal,1,no_delay_required,0.0491,-0.011
12mp_normal,1,no_delay_required,0.0972,0.038
12mp_normal,1,no_delay_required,0.1753,0.109
12mp_normal,1,no_delay_required,0.248,0.184
12mp_normal,1,no_delay_required,0.3413,0.289
12mp_normal,1,no_delay_required,0.4179,0.374
12mp_normal,1,no_delay_required,0.4516,0.388
12mp_normal,1,no_delay_required,0.3953,0.327
12mp_normal,1,no_delay_required,0.208,0.029
12mp_normal,1,no_delay_required,-0.0125,0.008
12mp_normal,1,no_delay_required,0.012,0.012
12mp_normal,1,no_delay_required,0.0703,0.076
12mp_normal,1,no_delay_required,0.1076,0.106
12mp_normal,1,no_delay_required,0.1044,0.07
12mp_normal,1,no_delay_required,0.0644,0.003
12mp_normal,1,no_delay_required,0.0271,-0.038
12mp_normal,1,no_delay_required,0.0097,-0.08
12mp_normal,1,no_delay_required,-0.0811,-0.144
12mp_normal,1,no_delay_required,-0.1554,-0.202
12mp_normal,1,no_delay_required,-0.2391,-0.294
12mp_normal,1,no_delay_required,-0.3109,-0.369
12mp_normal,1,no_delay_required,-0.4025,-0.453
12mp_normal,1,no_delay_required,-0.5008,-0.56
12mp_normal,1,no_delay_required,-0.5035,-0.545
12mp_normal,1,no_delay_required,-0.476,-0.511
12mp_normal,1,no_delay_required,-0.5144,-0.559
12mp_normal,1,no_delay_required,-0.451,-0.495
12mp_normal,1,no_delay_required,-0.3754,-0.393
12mp_normal,1,no_delay_required,-0.3288,-0.354
12mp_normal,1,no_delay_required,-0.1662,-0.191
12mp_normal,1,no_delay_required,-0.0258,-0.158
12mp_normal,1,no_delay_required,0.0313,0.022
12mp_normal,1,no_delay_required,0.539,0.119
12mp_normal,1,no_delay_required,0.1215,-0.136
12mp_normal,1,no_delay_required,-0.1364,0.041
12mp_normal,1,no_delay_required,-0.1317,0.035
12mp_normal,1,no_delay_required,0.0396,0.01
12mp_normal,1,no_delay_required,0.0282,-0.032
12mp_normal,1,no_delay_required,0.022,-0.051
12mp_normal,1,no_delay_required,-0.0079,-0.071
12mp_normal,1,no_delay_required,-0.0126,-0.034
12mp_normal,1,no_delay_required,-0.0088,-0.039
12mp_normal,1,no_delay_required,0.0004,-0.046
12mp_normal,1,no_delay_required,-0.0182,-0.06
12mp_normal,1,no_delay_required,-0.0427,-0.097
12mp_normal,1,no_delay_required,-0.165,-0.227
12mp_normal,1,no_delay_required,-0.1635,-0.239
12mp_normal,1,no_delay_required,-0.1504,-0.224
12mp_normal,1,no_delay_required,-0.1569,-0.239
12mp_normal,1,no_delay_required,-0.1652,-0.228
12mp_normal,1,no_delay_required,-0.1503,-0.225
12mp_normal,1,no_delay_required,-0.1328,-0.201
12mp_normal,1,no_delay_required,-0.0999,-0.151
12mp_normal,1,no_delay_required,-0.1751,-0.242
12mp_normal,1,no_delay_required,0.0062,-0.064
12mp_normal,1,no_delay_required,0.0288,-0.052
12mp_normal,1,no_delay_required,0.241,-0.315
12mp_normal,1,no_delay_required,-0.0473,-0.636
12mp_normal,1,no_delay_required,-0.6606,-0.295
12mp_normal,1,no_delay_required,-0.6289,-0.276
12mp_normal,1,no_delay_required,-0.3809,-0.154
12mp_normal,1,no_delay_required,-0.556,-0.349
12mp_normal,1,no_delay_required,-0.2027,-0.368
12mp_normal,1,no_delay_required,-0.2131,-0.405
12mp_normal,1,no_delay_required,-0.3052,-0.417
12mp_normal,1,no_delay_required,-0.2039,-0.327
12mp_normal,1,no_delay_required,0.229,0.202
12mp_normal,1,no_delay_required,0.5655,0.507
12mp_normal,1,no_delay_required,1.1037,1.013
12mp_normal,1,no_delay_required,1.6671,1.508
12mp_normal,1,no_delay_required,2.0675,1.907
12mp_normal,1,no_delay_required,2.4492,2.263
12mp_normal,1,no_delay_required,2.8255,2.675
12mp_normal,1,no_delay_required,2.4967,1.933
12mp_normal,1,no_delay_required,1.4781,0.887
12mp_normal,1,no_delay_required,0.9086,0.35
12mp_normal,1,no_delay_required,0.4255,-0.132
12mp_normal,1,no_delay_required,-0.0901,-0.154
12mp_normal,1,no_delay_required,0.0071,-0.019
12mp_normal,1,no_delay_required,0.0774,0.047
12mp_normal,1,no_delay_required,0.223,-0.03
12mp_normal,1,no_delay_required,0.1132,-0.161
12mp_normal,1,no_delay_required,-0.3065,-0.271
12mp_normal,1,no_delay_required,-0.2847,-0.281
12mp_normal,1,no_delay_required,-0.1729,-0.188
12mp_normal,1,no_delay_required,0.0736,0.103
12mp_normal,1,no_delay_required,0.2268,0.242
12mp_normal,1,no_delay_required,0.5806,0.613
12mp_normal,1,no_delay_required,0.5903,0.497
12mp_normal,1,no_delay_required,0.8203,0.652
12mp_normal,1,no_delay_required,0.997,0.776
12mp_normal,1,no_delay_required,1.1223,0.863
12mp_normal,1,no_delay_required,1.2344,1.015
12mp_normal,1,no_delay_required,1.5046,1.267
12mp_normal,1,no_delay_required,1.3837,0.924
12mp_normal,1,no_delay_required,0.9785,0.522
12mp_normal,1,no_delay_required,0.9177,0.434
12mp_normal,1,no_delay_required,0.5484,0.076
12mp_normal,1,no_delay_required,0.2986,-0.174
12mp_normal,1,no_delay_required,0.0411,-0.422
12mp_normal,1,no_delay_required,0.1118,-0.366
12mp_normal,1,no_delay_required,-0.0908,-0.209
12mp_normal,1,no_delay_required,0.0701,-0.036
12mp_normal,1,no_delay_required,0.2015,0.137
12mp_normal,1,no_delay_required,0.3903,0.333
12mp_normal,1,no_delay_required,0.4676,0.398
12mp_normal,1,no_delay_required,0.029,0.011
12mp_normal,1,no_delay_required,0.0159,-0.019
12mp_normal,1,no_delay_required,-0.0171,-0.046
12mp_normal,1,no_delay_required,-0.0907,-0.143
12mp_normal,1,no_delay_required,-0.0032,-0.039
12mp_normal,1,no_delay_required,0.1013,0.04
12mp_normal,1,no_delay_required,0.2029,0.108
12mp_normal,1,no_delay_required,0.2893,0.175
12mp_normal,1,no_delay_required,0.4627,0.34
12mp_normal,1,no_delay_required,0.7209,0.669
12mp_normal,1,no_delay_required,1.0087,0.869
12mp_normal,1,no_delay_required,1.1905,1.027
12mp_normal,1,no_delay_required,1.471,1.289
12mp_normal,1,no_delay_required,1.709,1.534
12mp_normal,1,no_delay_required,1.4866,0.972
12mp_normal,1,no_delay_required,1.0282,0.575
12mp_normal,1,no_delay_required,0.7249,0.288
12mp_normal,1,no_delay_required,0.3151,-0.131
12mp_normal,1,no_delay_required,0.3015,-0.168
12mp_normal,1,no_delay_required,0.0455,-0.395
12mp_normal,1,no_delay_required,-0.1669,-0.26
12mp_normal,1,no_delay_required,-0.087,-0.199
12mp_normal,1,no_delay_required,0.0639,-0.042
12mp_normal,1,no_delay_required,0.1645,0.076
12mp_normal,1,no_delay_required,0.3693,0.304
12mp_normal,1,no_delay_required,0.4717,0.394
12mp_normal,1,no_delay_required,0.181,0.364
12mp_normal,1,no_delay_required,0.372,0.042
12mp_normal,1,no_delay_required,0.2944,-0.054
12mp_normal,1,no_delay_required,0.0238,-0.217
12mp_normal,1,no_delay_required,-0.0979,-0.069
12mp_normal,1,no_delay_required,0.0065,0.015
12mp_normal,1,no_delay_required,0.1785,0.191
12mp_normal,1,no_delay_required,0.2615,0.258
12mp_normal,1,no_delay_required,0.3267,0.236
12mp_normal,1,no_delay_required,0.573,0.458
12mp_normal,1,no_delay_required,0.8217,0.697
12mp_normal,1,no_delay_required,1.0105,0.884
12mp_normal,1,no_delay_required,1.3283,1.181
12mp_normal,1,no_delay_required,1.5381,1.394
12mp_normal,1,no_delay_required,1.4934,1.024
12mp_normal,1,no_delay_required,1.1061,0.64
12mp_normal,1,no_delay_required,0.7105,0.284
12mp_normal,1,no_delay_required,0.407,-0.026
12mp_normal,1,no_delay_required,0.4615,0.005
12mp_normal,1,no_delay_required,0.2654,-0.184
12mp_normal,1,no_delay_required,0.0508,-0.031
12mp_normal,1,no_delay_required,0.1474,0.051
12mp_normal,1,no_delay_required,0.304,0.217
12mp_normal,1,no_delay_required,0.5447,0.475
12mp_normal,1,no_delay_required,0.6415,0.548
12mp_normal,1,no_delay_required,0.145,-0.094
12mp_normal,1,no_delay_required,-0.0895,-0.191
12mp_normal,1,no_delay_required,-0.1441,-0.014
12mp_normal,1,no_delay_required,0.0107,0.129
12mp_normal,1,no_delay_required,0.1091,0.048
12mp_normal,1,no_delay_required,0.0657,0.002
12mp_normal,1,no_delay_required,-0.0184,-0.019
12mp_normal,1,no_delay_required,-0.0435,-0.072
12mp_normal,1,no_delay_required,-0.0676,-0.105
12mp_normal,1,no_delay_required,-0.0775,-0.087
12mp_normal,1,no_delay_required,-0.065,-0.034
12mp_normal,1,no_delay_required,-0.0435,-0.011
12mp_normal,1,no_delay_required,-0.1935,-0.177
12mp_normal,1,no_delay_required,-0.1403,-0.178
12mp_normal,1,no_delay_required,-0.1808,-0.234
12mp_normal,1,no_delay_required,-0.206,-0.242
12mp_normal,1,no_delay_required,-0.2099,-0.253
12mp_normal,1,no_delay_required,-0.0928,-0.122
12mp_normal,1,no_delay_required,-0.0981,-0.131
12mp_normal,1,no_delay_required,-0.0663,-0.086
12mp_normal,1,no_delay_required,-0.0831,-0.11
12mp_normal,1,no_delay_required,0.0081,-0.043
12mp_normal,1,no_delay_required,0.0792,0.032
12mp_normal,1,no_delay_required,0.1524,0.098
12mp_normal,1,no_delay_required,0.2665,0.202
12mp_normal,1,no_delay_required,0.3593,0.3
12mp_normal,1,no_delay_required,0.3885,0.325
12mp_normal,1,no_delay_required,0.267,-0.009
12mp_normal,1,no_delay_required,-0.0346,0.067
12mp_normal,1,no_delay_required,0.0794,0.021
12mp_normal,1,no_delay_required,-0.001,-0.006
12mp_normal,1,no_delay_required,-0.0011,-0.019
12mp_normal,1,no_delay_required,0.0198,0.023
12mp_normal,1,no_delay_required,0.0426,0.036
12mp_normal,1,no_delay_required,0.0134,-0.016
12mp_normal,1,no_delay_required,-0.0111,-0.023
12mp_normal,1,no_delay_required,-0.0407,-0.071
12mp_normal,1,no_delay_required,-0.0959,-0.115
12mp_normal,1,no_delay_required,-0.1901,-0.213
12mp_normal,1,no_delay_required,-0.2262,-0.289
12mp_normal,1,no_delay_required,-0.3299,-0.361
12mp_normal,1,no_delay_required,-0.3319,-0.358
12mp_normal,1,no_delay_required,-0.2975,-0.434
12mp_normal,1,no_delay_required,-0.3671,-0.39
12mp_normal,1,no_delay_required,-0.3549,-0.374
12mp_normal,1,no_delay_required,-0.3889,-0.426
12mp_normal,1,no_delay_required,-0.3302,-0.362
12mp_normal,1,no_delay_required,-0.2851,-0.315
12mp_normal,1,no_delay_required,-0.2202,-0.26
12mp_normal,1,no_delay_required,-0.1058,-0.135
12mp_normal,1,no_delay_required,0.0447,0.006
12mp_normal,1,no_delay_required,0.1155,0.062
12mp_normal,1,no_delay_required,0.2049,0.159
12mp_normal,1,no_delay_required,0.1303,0.09
12mp_normal,1,no_delay_required,0.205,-0.036
12mp_normal,1,no_delay_required,-0.0544,-0.107
12mp_normal,1,no_delay_required,-0.2168,-0.137
12mp_normal,1,no_delay_required,-0.1772,-0.117
12mp_normal,1,no_delay_required,-0.0078,-0.05
12mp_normal,1,no_delay_required,0.0024,-0.054
12mp_normal,1,no_delay_required,0.0084,-0.01
12mp_normal,1,no_delay_required,-0.0205,-0.041
12mp_normal,1,no_delay_required,-0.0218,-0.055
12mp_normal,1,no_delay_required,-0.0613,-0.1
12mp_normal,1,no_delay_required,-0.0623,-0.079
12mp_normal,1,no_delay_required,-0.0108,-0.038
12mp_normal,1,no_delay_required,0.0126,-0.009
12mp_normal,1,no_delay_required,0.0446,0.007
12mp_normal,1,no_delay_required,-0.0602,-0.114
12mp_normal,1,no_delay_required,-0.4328,-0.498
12mp_normal,1,no_delay_required,-0.6188,-0.74
12mp_normal,1,no_delay_required,-0.8191,-0.954
12mp_normal,1,no_delay_required,-1.2349,-1.378
12mp_normal,1,no_delay_required,-1.0736,-1.23
12mp_normal,1,no_delay_required,-0.9439,-1.076
12mp_normal,1,no_delay_required,-0.6895,-0.785
12mp_normal,1,no_delay_required,-0.4979,-0.605
12mp_normal,1,no_delay_required,0.0895,0.057
12mp_normal,1,no_delay_required,0.5397,0.538
12mp_normal,1,no_delay_required,1.1722,1.233
12mp_normal,1,no_delay_required,0.193,0.011
12mp_normal,1,no_delay_required,0.1772,-0.015
12mp_normal,1,no_delay_required,-0.0525,0.001
12mp_normal,1,no_delay_required,0.0386,0.047
12mp_normal,1,no_delay_required,0.0537,0.05
12mp_normal,1,no_delay_required,0.0785,0.005
12mp_normal,1,no_delay_required,-0.0065,-0.028
12mp_normal,1,no_delay_required,-0.1441,-0.16
12mp_normal,1,no_delay_required,-0.4696,-0.506
12mp_normal,1,no_delay_required,-0.7681,-0.82
12mp_normal,1,no_delay_required,-1.0392,-1.107
12mp_normal,1,no_delay_required,-1.4126,-1.491
12mp_normal,1,no_delay_required,-1.4646,-1.522
12mp_normal,1,no_delay_required,-1.6351,-1.709
12mp_normal,1,no_delay_required,0.6387,0.675
12mp_normal,1,no_delay_required,1.1681,1.148
12mp_normal,1,no_delay_required,1.4872,1.464
12mp_normal,1,no_delay_required,1.0512,0.68
12mp_normal,1,no_delay_required,0.9113,0.515
12mp_normal,1,no_delay_required,0.5408,0.13
12mp_normal,1,no_delay_required,0.2191,-0.174
12mp_normal,1,no_delay_required,0.133,-0.089
12mp_normal,1,no_delay_required,0.0956,-0.151
12mp_normal,1,no_delay_required,0.0892,-0.189
12mp_normal,1,no_delay_required,-0.0221,-0.007
12mp_normal,1,no_delay_required,0.1307,0.13
12mp_normal,1,no_delay_required,0.2669,0.275
12mp_normal,1,no_delay_required,0.2519,0.245
12mp_normal,1,no_delay_required,0.3653,0.319
12mp_normal,1,no_delay_required,0.3381,0.169
12mp_normal,1,no_delay_required,0.6452,0.478
12mp_normal,1,no_delay_required,1.0264,0.864
12mp_normal,1,no_delay_required,1.2168,1.1
12mp_normal,1,no_delay_required,1.4564,1.338
12mp_normal,1,no_delay_required,1.6147,1.479
12mp_normal,1,no_delay_required,1.5201,1.012
12mp_normal,1,no_delay_required,1.0856,0.587
12mp_normal,1,no_delay_required,0.7088,0.223
12mp_normal,1,no_delay_required,0.7003,0.189
12mp_normal,1,no_delay_required,0.2979,-0.188
12mp_normal,1,no_delay_required,0.0814,-0.395
12mp_normal,1,no_delay_required,0.1659,-0.33
12mp_normal,1,no_delay_required,-0.072,-0.205
12mp_normal,1,no_delay_required,0.089,-0.029
12mp_normal,1,no_delay_required,0.2613,0.14
12mp_normal,1,no_delay_required,0.3562,0.218
12mp_normal,1,no_delay_required,0.4507,0.307
12mp_normal,1,no_delay_required,0.439,0.19
12mp_normal,1,no_delay_required,0.4497,0.187
12mp_normal,1,no_delay_required,0.2974,0.105
12mp_normal,1,no_delay_required,-1.0378,-1.071
12mp_normal,1,no_delay_required,-0.671,-0.737
12mp_normal,1,no_delay_required,-0.301,-0.397
12mp_normal,1,no_delay_required,-0.0323,-0.227
12mp_normal,1,no_delay_required,0.247,0.055
12mp_normal,1,no_delay_required,0.5059,0.292
12mp_normal,1,no_delay_required,2.0094,2.038
12mp_normal,1,no_delay_required,0.9859,0.594
12mp_normal,1,no_delay_required,0.2916,-0.25
12mp_normal,1,no_delay_required,-0.2254,-0.222
12mp_normal,1,no_delay_required,-0.1336,-0.148
12mp_normal,1,no_delay_required,-0.1512,-0.157
12mp_normal,1,no_delay_required,-0.2668,-0.313
12mp_normal,1,no_delay_required,-0.2647,-0.332
