queued_pricing_error_s,backlog_error_s
-0.367,-0.425
-0.3831,-0.456
-0.5348,-0.602
-0.7125,-0.765
-0.8691,-0.939
-0.9102,-0.966
-0.9815,-1.049
0.194,-0.148
-0.17,-0.002
-0.0355,-0.019
-0.0457,-0.044
-0.0353,-0.019
-0.0398,-0.048
-0.0484,-0.057
-0.0961,-0.119
-0.1513,-0.143
-0.2234,-0.243
-0.3245,-0.356
-0.3848,-0.409
-0.4729,-0.478
-0.5875,-0.605
-0.5833,-0.625
-0.6682,-0.722
-0.6222,-0.645
-0.6037,-0.636
-0.6714,-0.717
-0.5741,-0.623
0.5911,0.427
0.8996,0.842
0.174,-0.037
-0.0575,0.059
0.0683,0.055
0.1225,0.102
0.0555,0.029
-0.0192,-0.069
-0.0529,-0.076
-0.1176,-0.154
-0.1748,-0.188
-0.2358,-0.238
-0.4744,-0.487
-0.5414,-0.559
-0.6029,-0.62
-0.7052,-0.734
-0.7501,-0.793
-0.8484,-0.918
-0.6911,-0.708
-0.7434,-0.783
-0.7162,-0.73
-0.6316,-0.643
0.1676,0.13
0.5449,0.484
0.898,0.824
0.179,-0.062
-0.0675,0.104
0.1218,-0.003
0.0782,-0.057
-0.223,-0.16
-0.1525,-0.101
-0.1536,-0.116
0.0059,-0.006
-0.051,-0.064
-0.0733,-0.096
-0.1026,-0.118
-0.0834,-0.123
-0.2265,-0.278
-0.2068,-0.235
-0.205,-0.235
-0.1794,-0.205
-0.201,-0.244
-0.2198,-0.273
-0.0204,-0.06
0.0746,0.022
0.1727,0.099
0.2684,0.166
0.3085,0.231
0.2087,0.132
0.1078,0.018
0.0246,-0.072
0.161,0.021
-0.0119,-0.002
0.0338,0.035
0.0593,0.05
0.0299,-0.046
-0.0191,-0.108
-0.0749,-0.152
-0.0918,-0.093
-0.0719,-0.039
-0.0749,-0.053
-0.0467,-0.031
-0.0423,-0.041
-0.0128,-0.033
-0.0212,-0.057
-0.0857,-0.121
-0.1407,-0.187
-0.2102,-0.254
-0.3809,-0.437
-0.3689,-0.414
-0.3202,-0.37
-0.3031,-0.362
-0.2067,-0.264
-0.277,-0.344
-0.3625,-0.415
0.229,-0.11
-0.135,0.087
-0.0407,0.168
0.1695,0.134
0.1107,-0.01
0.0011,-0.043
-0.0245,0.009
-0.1435,-0.12
-0.1252,-0.161
-0.1724,-0.207
-0.2521,-0.294
-0.2218,-0.249
-0.2764,-0.29
-0.3089,-0.334
-0.3704,-0.407
-0.4663,-0.493
-0.4173,-0.546
-0.4801,-0.512
-0.4179,-0.439
-0.3635,-0.393
-0.2263,-0.254
-0.0986,-0.121
-0.0329,-0.063
0.1405,0.1
0.0641,0.01
-0.0492,-0.119
0.174,-0.144
-0.1198,0.094
-0.0374,0.165
0.1668,0.045
0.0664,-0.014
0.0006,-0.005
0.0192,0.038
0.0502,0.02
0.0521,0.022
0.0495,0.01
0.0113,-0.026
-0.019,-0.047
-0.0647,-0.095
-0.0804,-0.118
-0.1026,-0.134
-0.1905,-0.239
-0.241,-0.307
-0.2905,-0.344
-0.3621,-0.427
-0.3725,-0.438
-0.3115,-0.368
-0.3004,-0.369
-0.1854,-0.227
-0.0735,-0.105
-0.1447,-0.184
-0.1922,-0.219
-0.2648,-0.274
0.214,-0.057
-0.0842,-0.049
-0.0464,-0.021
-0.0373,0.019
0.0227,0.021
0.0182,0.009
0.0139,-0.013
-0.0064,-0.033
-0.0407,-0.051
-0.1337,-0.157
-0.162,-0.176
-0.2273,-0.242
-0.2928,-0.326
-0.2772,-0.289
-0.2494,-0.281
-0.2911,-0.335
-0.2567,-0.279
-0.2733,-0.304
-0.2654,-0.283
-0.2938,-0.323
-0.2216,-0.26
-0.1091,-0.144
-0.0028,-0.024
0.0696,0.04
0.0848,0.05
0.018,-0.024
0.208,-0.103
0.1201,-0.207
-0.2028,-0.043
-0.0362,0.045
0.0475,-0.026
-0.0498,-0.049
-0.0952,-0.107
-0.1104,-0.121
-0.1552,-0.159
-0.2287,-0.243
-0.2458,-0.246
-0.2366,-0.258
-0.2878,-0.326
-0.2896,-0.312
-0.2325,-0.246
-1.3799,-1.405
-1.1135,-1.126
-0.7914,-0.803
-0.5039,-0.524
-0.1771,-0.201
0.1233,0.081
0.3919,0.34
0.7075,0.664
0.9936,0.943
1.2276,1.168
1.4147,1.339
0.349,0.178
0.2112,0.035
0.0303,0.015
0.0095,-0.006
0.007,-0.018
-0.0117,-0.033
-0.0462,-0.062
-0.0982,-0.12
-0.1275,-0.147
-0.1333,-0.171
-0.1111,-0.143
-0.0677,-0.082
-0.0724,-0.099
-0.0091,-0.033
-0.025,-0.048
-0.0305,-0.065
-0.0378,-0.081
-0.025,-0.072
-0.0142,-0.062
0.0196,-0.042
-0.0096,-0.102
0.0525,-0.013
0.1401,0.081
0.2012,0.143
0.2659,0.206
0.2993,0.232
0.176,0.045
0.0585,0.041
0.0439,0.032
0.0742,0.054
0.0306,0.017
0.0213,-0.001
0.0293,0.005
0.0105,-0.009
-0.0058,-0.034
-0.0254,-0.046
-0.1729,-0.207
-0.1758,-0.205
-0.1825,-0.219
-0.1718,-0.198
-0.0374,-0.05
-0.0636,-0.09
-0.0476,-0.068
-0.035,-0.06
-0.0287,-0.059
-0.0632,-0.11
-0.1338,-0.198
-0.0462,-0.1
0.0258,-0.042
0.0919,0.015
0.129,0.07
0.1751,0.113
0.25,0.143
0.458,0.242
0.2535,0.035
0.0365,0.044
0.0278,0.04
0.0195,-0.006
0.0014,-0.034
-0.0215,-0.057
-0.0352,-0.064
-0.0357,-0.054
-0.0745,-0.109
-0.0921,-0.128
-0.0954,-0.124
-0.0838,-0.123
-0.0837,-0.124
-0.0407,-0.07
-0.0396,-0.079
0.0013,-0.046
0.0186,-0.039
0.0189,-0.038
0.0629,-0.008
0.1412,0.076
0.2055,0.125
0.2654,0.175
0.3322,0.243
0.3216,0.222
0.223,0.134
0.166,-0.119
0.0359,-0.263
-0.3132,-0.14
-0.1207,0.023
-0.0873,0.048
0.1173,0.092
0.1085,0.047
0.0994,0.028
0.0478,-0.021
-0.0007,-0.075
-0.0392,-0.051
-0.0646,-0.086
-0.0658,-0.106
-0.0729,-0.112
-0.093,-0.141
-0.0861,-0.156
-0.0879,-0.162
-0.0928,-0.151
-0.0825,-0.15
-0.0929,-0.152
-0.0942,-0.151
-0.1257,-0.193
-0.1051,-0.168
-0.055,-0.128
-0.0421,-0.111
-0.0201,-0.101
-0.0349,-0.119
