queued_pricing_error_s,backlog_error_s
-2.319,-2.4
-1.921,-1.951
-1.6826,-1.728
-0.9225,-0.917
0.328,-0.18
0.0611,-0.468
-0.4478,-0.272
-0.1893,0.101
0.0292,0.023
0.0164,-0.109
-0.0168,-0.156
-0.0626,-0.05
-0.0181,-0.015
0.0695,0.055
0.1421,0.131
0.2409,0.184
0.279,0.211
0.2656,0.209
0.2497,0.171
0.2333,0.145
0.0972,-0.011
-0.1605,-0.284
-0.4104,-0.536
-1.0485,-1.181
-1.4768,-1.607
-1.3303,-1.374
0.26,-0.093
0.2059,-0.156
-0.0982,0.058
0.0894,0.118
0.122,-0.019
-0.0636,-0.214
-0.5917,-0.647
-0.9498,-1.002
-1.2265,-1.301
-1.5156,-1.562
-1.7892,-1.855
-1.9252,-1.988
-1.5433,-1.489
-1.1239,-1.102
0.4703,0.578
1.1967,1.22
1.9702,1.993
2.6637,2.587
2.7851,2.214
2.3879,1.721
2.0195,1.369
1.0437,0.433
0.249,-0.265
0.0171,-0.508
-0.4238,-0.172
-0.1784,0.053
-0.086,0.131
0.0893,0.01
0.0578,0.011
-0.0586,-0.151
-0.1028,-0.213
-0.1674,-0.2
-0.1331,-0.194
-0.1806,-0.26
-0.141,-0.152
-0.0599,-0.072
-0.3054,-0.327
-0.5857,-0.65
-0.9086,-0.978
-1.1414,-1.224
-1.2587,-1.343
-1.6079,-1.726
-1.1068,-1.209
-0.4895,-0.556
-0.2017,-0.284
0.4316,0.374
0.227,-0.262
-0.1564,0.116
-0.0203,0.237
0.0272,0.033
-0.0317,-0.182
-0.1282,-0.118
-0.1393,-0.109
-0.2571,-0.235
-0.3396,-0.343
-0.3536,-0.353
-0.2873,-0.282
-0.3487,-0.351
-0.3603,-0.351
-0.3116,-0.319
-0.3218,-0.338
-0.4095,-0.428
-0.4529,-0.49
-0.2508,-0.269
-0.1904,-0.233
-0.1021,-0.133
-0.0859,-0.126
0.1905,0.166
0.3426,0.297
0.553,0.526
0.6757,0.584
0.7666,0.685
0.6887,0.592
0.374,-0.162
-0.2266,-0.054
-0.0876,0.049
0.0093,0.133
0.1937,0.062
0.0209,-0.099
-0.0884,-0.093
-0.3121,-0.33
-0.369,-0.379
-0.4002,-0.401
-0.428,-0.442
-0.2411,-0.228
-0.1309,-0.092
-0.0726,-0.046
-0.0546,-0.062
0.0975,0.074
0.0943,0.033
0.0688,0.0
0.1079,0.007
-0.0616,-0.157
-0.0116,-0.075
-0.0799,-0.143
-0.138,-0.214
-0.0322,-0.104
-0.0799,-0.155
-0.2963,-0.423
0.352,-0.004
-0.1431,0.027
-0.0423,-0.054
-0.0389,-0.02
-0.0522,-0.047
-0.1431,-0.133
-0.1932,-0.192
-0.0701,-0.023
0.0058,0.051
0.0247,0.058
0.0566,0.033
0.0695,0.032
0.0796,0.034
0.0857,0.041
0.1246,0.089
0.1341,0.093
0.2054,0.156
0.2266,0.169
0.2292,0.187
0.2632,0.202
0.2864,0.208
0.3026,0.228
0.2979,0.213
0.3039,0.206
0.261,0.156
0.0733,-0.031
0.307,-0.141
-0.0795,0.056
0.0354,0.011
-0.0296,-0.03
-0.0226,-0.039
-0.027,-0.04
0.0291,0.02
0.0572,0.041
0.0723,0.04
-0.1157,-0.17
-0.1623,-0.199
-0.3468,-0.408
-0.3954,-0.436
-0.3619,-0.37
-0.4801,-0.509
-0.5452,-0.588
-0.4928,-0.523
-0.5904,-0.635
-0.6375,-0.713
-0.5042,-0.575
-0.2474,-0.267
-0.1199,-0.15
0.0817,0.072
0.3735,0.359
0.3973,0.367
0.6221,0.616
0.7375,0.727
0.257,-0.24
-0.2887,-0.043
-0.0568,-0.014
-0.0021,-0.018
0.0706,0.1
0.0788,0.038
-0.1749,-0.18
-0.1283,-0.146
0.0613,0.072
0.02,-0.002
0.0404,-0.024
0.0332,0.011
-0.0058,-0.024
0.033,0.002
0.0668,0.043
0.0492,0.029
-0.225,-0.266
-0.4327,-0.492
-0.7945,-0.837
-0.8217,-0.867
-1.0727,-1.125
-0.9909,-1.01
-0.9596,-0.994
-0.532,-0.486
-0.4694,-0.437
-0.2963,-0.276
-0.2874,-0.259
